HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1005.80000,1005.80000,nan,25.50000,25.00000,25.50000,22.30000,28.60000,82.00000,32.40000,26.70000,16.68000,16.96000,1160.00000,372.00000,372.00000,4.00000,61.96122,-3.53000,-1.88000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1.00000,1004.40000,1004.40000,nan,25.70000,25.30000,25.70000,22.00000,28.80000,80.00000,32.90000,26.30000,16.42000,16.69000,1157.80000,369.00000,371.00000,2.80000,63.43495,-2.46000,-1.23000,127.21121,34.76264,12.00000,15.00000,9.00000,12.00000,nan,13.40000,242.17600,nan,25.38000
30,2.00000,1002.90000,1002.90000,nan,25.90000,25.70000,25.90000,21.90000,28.90000,78.00000,33.30000,26.10000,16.34100,16.61000,1155.30000,368.00000,372.00000,2.20000,65.07823,-1.98000,-0.92000,127.21112,34.76262,25.00000,28.00000,15.00000,18.00000,nan,13.40000,242.56300,nan,40.48900
40,3.50000,1001.45000,1001.45000,nan,26.00000,25.85000,26.05000,22.05000,29.10000,78.50000,33.45000,26.25000,16.48600,16.76000,1153.10000,368.00000,374.00000,2.15000,66.97760,-1.96500,-0.83500,127.21105,34.76260,38.00000,41.00000,22.00000,25.00000,nan,8.05000,243.74350,nan,50.10900
50,5.50000,1000.35000,1000.35000,nan,26.10000,26.05000,26.10000,22.10000,29.15000,79.00000,33.55000,26.45000,16.61100,16.89000,1151.55000,368.00000,375.50000,2.55000,68.07313,-2.36000,-0.95000,127.21101,34.76259,48.00000,51.00000,30.50000,33.50000,nan,4.55000,244.67350,nan,53.57250
60,7.50000,999.35000,999.35000,nan,26.05000,26.10000,26.10000,22.20000,29.15000,79.00000,33.55000,26.50000,16.66750,16.95000,1150.45000,368.00000,377.00000,3.00000,69.02500,-2.76500,-1.06000,127.21098,34.76257,57.00000,60.00000,40.50000,43.50000,nan,4.30000,243.43250,nan,56.48000
70,10.00000,998.20000,998.20000,nan,26.00000,26.10000,26.03333,22.20000,29.10000,79.33333,33.36667,26.50000,16.70200,16.98667,1149.40000,368.00000,378.66667,3.50000,70.21983,-3.25333,-1.17000,127.21089,34.76250,67.00000,70.00000,51.00000,54.00000,nan,3.83333,240.90800,nan,67.52167
80,12.50000,997.15000,997.15000,nan,25.90000,26.10000,25.95000,22.20000,29.00000,80.00000,33.25000,26.50000,16.72550,17.01000,1148.40000,368.00000,380.00000,3.90000,71.28937,-3.73500,-1.26500,127.21077,34.76245,77.00000,80.00000,60.00000,63.00000,nan,4.00000,240.87050,nan,79.53350
90,15.00000,995.96667,995.96667,nan,25.86667,26.20000,25.90000,22.20000,29.00000,80.00000,33.10000,26.50000,16.73467,17.02000,1147.26667,368.00000,381.33333,4.40000,72.16785,-4.19667,-1.35000,127.21062,34.76245,87.00000,90.00000,70.33333,73.33333,nan,4.13333,245.00400,nan,91.55033
100,17.50000,994.65000,994.65000,nan,25.90000,26.35000,26.00000,22.10000,29.00000,80.00000,33.20000,26.50000,16.72900,17.01500,1145.65000,367.00000,382.50000,4.85000,72.91030,-4.63500,-1.42500,127.21049,34.76240,98.50000,101.50000,79.50000,82.50000,nan,5.00000,245.46700,nan,104.64750
110,19.00000,993.80000,993.80000,nan,25.90000,26.40000,26.00000,22.10000,29.00000,80.00000,33.20000,26.40000,16.70400,16.99000,1144.70000,367.00000,383.00000,5.10000,73.23615,-4.88000,-1.47000,127.21044,34.76239,107.00000,110.00000,84.00000,87.00000,nan,5.40000,245.81800,nan,109.64400
