HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1006.90000,1006.90000,nan,26.90000,26.30000,26.90000,23.60000,30.30000,82.00000,35.30000,29.00000,18.08300,18.42000,1154.90000,379.00000,379.00000,2.30000,91.99209,-2.30000,0.08000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,1.00000,1006.00000,1006.00000,nan,26.90000,26.40000,26.90000,23.50000,30.20000,81.00000,35.30000,28.70000,17.93600,18.26000,1153.90000,378.00000,379.00000,2.40000,86.40874,-2.39000,-0.15000,127.21135,34.76278,8.00000,11.00000,-2.00000,1.00000,nan,11.20000,284.81500,nan,9.12300
20,2.00000,1004.70000,1004.70000,nan,26.90000,26.40000,26.90000,23.30000,30.20000,81.00000,35.20000,28.40000,17.74900,18.07000,1152.80000,376.00000,379.00000,2.60000,83.26399,-2.54000,-0.30000,127.21132,34.76285,19.00000,22.00000,0.00000,3.00000,nan,11.20000,285.20600,nan,17.82300
30,3.00000,1003.80000,1003.80000,nan,26.80000,26.40000,26.80000,23.10000,30.00000,80.00000,35.00000,28.10000,17.60400,17.92000,1152.10000,375.00000,379.00000,2.70000,82.22540,-2.71000,-0.37000,127.21126,34.76288,28.00000,31.00000,3.00000,6.00000,nan,8.40000,283.13800,nan,24.83400
40,4.50000,1002.85000,1002.85000,nan,26.65000,26.40000,26.70000,23.00000,29.95000,80.00000,34.75000,27.95000,17.49900,17.81000,1151.55000,374.00000,379.50000,3.00000,82.34229,-2.97500,-0.40000,127.21117,34.76286,35.50000,38.50000,10.50000,13.50000,nan,4.95000,276.08000,nan,33.29000
50,6.50000,1001.80000,1001.80000,nan,26.55000,26.40000,26.60000,22.95000,29.80000,80.00000,34.55000,27.75000,17.43200,17.74000,1150.80000,373.50000,380.50000,3.30000,83.35555,-3.30500,-0.38500,127.21103,34.76282,45.50000,48.50000,21.50000,24.50000,nan,5.00000,268.05100,nan,44.64750
60,9.00000,1000.36667,1000.36667,nan,26.43333,26.40000,26.46667,22.70000,29.63333,80.00000,34.30000,27.43333,17.23133,17.53667,1149.83333,371.66667,381.00000,3.66667,84.74917,-3.66333,-0.33667,127.21095,34.76278,57.66667,60.66667,28.00000,31.00000,nan,4.93333,264.43567,nan,53.27400
70,11.00000,999.30000,999.30000,nan,26.30000,26.40000,26.40000,22.60000,29.50000,80.00000,34.10000,27.30000,17.17600,17.48000,1148.90000,371.00000,382.00000,3.90000,86.03969,-3.90000,-0.27000,127.21094,34.76276,67.00000,70.00000,32.00000,35.00000,nan,4.90000,262.30600,nan,53.64700
80,13.00000,998.20000,998.20000,nan,26.26667,26.40000,26.33333,22.60000,29.46667,80.00000,33.96667,27.30000,17.17900,17.48000,1147.90000,371.00000,382.66667,4.06667,87.69813,-4.06333,-0.16333,127.21078,34.76267,77.00000,80.00000,50.33333,53.33333,nan,4.76667,255.85900,nan,70.24667
90,15.00000,997.10000,997.10000,nan,26.20000,26.50000,26.30000,22.60000,29.40000,81.00000,33.80000,27.30000,17.17600,17.48000,1146.90000,370.00000,384.00000,4.20000,89.58879,-4.18000,-0.03000,127.21054,34.76260,87.00000,90.00000,72.00000,75.00000,nan,5.00000,254.16000,nan,93.79300
100,16.50000,996.20000,996.20000,nan,26.15000,26.50000,26.20000,22.60000,29.35000,81.00000,33.75000,27.20000,17.18950,17.49000,1146.00000,370.00000,385.50000,4.20000,91.22032,-4.22500,0.09000,127.21043,34.76262,95.00000,98.00000,80.50000,83.50000,nan,5.50000,256.73900,nan,102.97850
110,18.50000,994.90000,994.90000,nan,26.10000,26.50000,26.20000,22.60000,29.30000,81.00000,33.65000,27.20000,17.20300,17.50500,1144.80000,370.00000,386.50000,4.30000,93.55543,-4.26500,0.26500,127.21035,34.76265,106.00000,109.00000,90.50000,93.50000,nan,5.40000,259.21050,nan,109.77900
120,20.50000,993.80000,993.80000,nan,26.05000,26.60000,26.10000,22.60000,29.25000,81.00000,33.50000,27.25000,17.22950,17.53000,1143.75000,370.00000,388.00000,4.30000,96.03001,-4.26000,0.45000,127.21024,34.76264,116.00000,119.00000,103.00000,106.00000,nan,4.90000,259.72050,nan,119.69400
130,22.50000,992.75000,992.75000,nan,25.95000,26.60000,26.05000,22.60000,29.15000,82.00000,33.35000,27.25000,17.25200,17.55500,1142.75000,370.00000,389.50000,4.30000,98.53739,-4.23000,0.63500,127.21006,34.76264,125.50000,128.50000,113.50000,116.50000,nan,4.75000,260.91400,nan,135.99250
140,25.00000,991.40000,991.40000,nan,25.86667,26.60000,25.96667,22.60000,29.06667,82.00000,33.13333,27.20000,17.26567,17.57000,1141.63333,369.33333,391.00000,4.30000,101.64396,-4.17333,0.86000,127.20988,34.76269,137.33333,140.33333,125.33333,128.33333,nan,4.63333,264.26867,nan,151.08667
150,27.50000,990.20000,990.20000,nan,25.80000,26.65000,25.90000,22.60000,29.00000,82.50000,33.00000,27.25000,17.29150,17.59500,1140.45000,369.00000,392.50000,4.30000,104.54169,-4.12500,1.07000,127.20986,34.76275,148.00000,151.00000,137.50000,140.50000,nan,4.15000,267.00000,nan,152.54900
160,29.50000,989.20000,989.20000,nan,25.80000,26.70000,25.90000,22.60000,29.00000,82.00000,33.00000,27.20000,17.27000,17.57500,1139.40000,369.00000,393.50000,4.30000,106.48773,-4.10500,1.21500,127.20983,34.76277,157.00000,160.00000,149.50000,152.50000,nan,4.75000,267.30600,nan,154.74800
170,31.50000,988.00000,988.00000,nan,25.65000,26.70000,25.80000,22.50000,28.85000,83.00000,32.80000,27.10000,17.26750,17.57000,1138.40000,368.50000,394.50000,4.30000,108.03575,-4.10000,1.33500,127.20974,34.76277,167.50000,170.50000,163.50000,166.50000,nan,5.40000,267.38100,nan,162.97700
180,33.50000,986.95000,986.95000,nan,25.60000,26.70000,25.70000,22.50000,28.80000,83.00000,32.60000,27.10000,17.27100,17.57500,1137.55000,368.00000,396.00000,4.35000,109.22490,-4.11500,1.43500,127.20969,34.76281,177.50000,180.50000,174.50000,177.00000,nan,4.55000,269.18100,nan,168.58800
190,35.50000,985.95000,985.95000,nan,25.50000,26.75000,25.70000,22.50000,28.70000,83.00000,32.50000,27.05000,17.25700,17.56000,1136.55000,368.00000,397.00000,4.40000,110.29840,-4.15000,1.53500,127.20965,34.76288,186.50000,189.50000,183.50000,186.50000,nan,4.50000,272.08200,nan,171.52300
200,38.00000,984.70000,984.70000,nan,25.50000,26.86667,25.70000,22.36667,28.70000,82.66667,32.50000,26.90000,17.16600,17.46667,1135.20000,366.66667,398.00000,4.53333,111.27671,-4.22000,1.64333,127.20949,34.76294,197.33333,200.33333,197.66667,200.66667,nan,4.36667,273.86533,nan,186.15567
210,40.50000,983.45000,983.45000,nan,25.50000,26.95000,25.70000,22.25000,28.70000,82.00000,32.50000,26.65000,17.01800,17.31500,1134.00000,365.50000,398.00000,4.65000,112.15579,-4.31000,1.75500,127.20926,34.76295,208.50000,211.50000,210.00000,213.00000,nan,4.40000,273.54100,nan,207.46500
220,42.50000,982.45000,982.45000,nan,25.50000,27.00000,25.70000,22.10000,28.60000,81.50000,32.40000,26.45000,16.89050,17.18000,1132.95000,364.50000,398.50000,4.75000,112.79572,-4.39000,1.84500,127.20915,34.76294,217.50000,220.50000,216.50000,219.50000,nan,4.80000,273.32800,nan,217.24300
230,44.50000,981.35000,981.35000,nan,25.50000,27.15000,25.70000,21.95000,28.60000,80.50000,32.50000,26.15000,16.74400,17.03000,1131.65000,363.00000,399.00000,4.85000,113.64620,-4.46500,1.95500,127.20913,34.76297,227.50000,230.50000,225.50000,228.50000,nan,5.10000,273.93850,nan,219.91900
240,46.50000,980.25000,980.25000,nan,25.50000,27.20000,25.70000,21.80000,28.60000,80.00000,32.50000,25.95000,16.61800,16.90000,1130.50000,362.00000,399.00000,5.00000,114.71080,-4.52000,2.08000,127.20906,34.76301,237.50000,240.50000,236.50000,239.50000,nan,4.65000,275.06200,nan,226.13950
250,49.00000,979.16667,979.16667,nan,25.43333,27.20000,25.63333,21.80000,28.50000,80.00000,32.30000,25.90000,16.60767,16.88667,1129.60000,361.00000,400.33333,5.06667,116.39727,-4.56000,2.26333,127.20885,34.76307,247.00000,250.00000,246.33333,249.33333,nan,3.86667,276.20933,nan,246.57367
260,51.50000,978.05000,978.05000,nan,25.30000,27.25000,25.50000,21.70000,28.40000,80.00000,32.10000,25.80000,16.56800,16.85000,1128.65000,361.00000,401.00000,5.20000,118.31569,-4.57500,2.46500,127.20865,34.76309,257.50000,260.50000,256.50000,259.50000,nan,4.40000,276.39350,nan,264.58600
270,53.50000,976.95000,976.95000,nan,25.30000,27.30000,25.50000,21.60000,28.40000,80.00000,32.10000,25.70000,16.50900,16.78500,1127.60000,360.00000,402.00000,5.30000,120.23688,-4.55500,2.65500,127.20860,34.76310,267.00000,270.00000,266.00000,269.00000,nan,4.75000,276.40300,nan,269.46850
280,55.50000,975.95000,975.95000,nan,25.25000,27.30000,25.50000,21.60000,28.30000,80.00000,31.95000,25.60000,16.47650,16.75000,1126.70000,360.00000,403.00000,5.30000,122.28998,-4.51000,2.85000,127.20858,34.76317,276.00000,279.00000,275.50000,278.50000,nan,4.45000,277.81500,nan,271.87500
290,58.00000,974.80000,974.80000,nan,25.16667,27.33333,25.36667,21.50000,28.20000,80.00000,31.80000,25.50000,16.44833,16.72333,1125.70000,359.00000,404.33333,5.40000,124.91667,-4.42667,3.09000,127.20848,34.76330,287.00000,290.00000,285.00000,288.00000,nan,4.13333,280.58867,nan,283.70100
300,60.50000,973.65000,973.65000,nan,25.10000,27.40000,25.30000,21.50000,28.10000,81.00000,31.60000,25.50000,16.44800,16.72000,1124.70000,359.00000,405.50000,5.50000,127.67727,-4.32500,3.34000,127.20830,34.76338,297.00000,300.00000,296.50000,299.50000,nan,4.15000,281.75050,nan,300.89800
310,62.50000,972.65000,972.65000,nan,25.00000,27.40000,25.25000,21.50000,28.05000,81.00000,31.55000,25.50000,16.44500,16.72000,1123.80000,359.00000,406.50000,5.50000,130.02548,-4.21500,3.54000,127.20820,34.76340,306.00000,309.00000,306.50000,309.50000,nan,4.40000,281.85900,nan,310.76900
320,65.00000,971.56667,971.56667,nan,24.93333,27.40000,25.20000,21.50000,27.96667,81.00000,31.36667,25.40000,16.45300,16.73000,1122.80000,358.00000,408.00000,5.56667,132.88967,-4.08000,3.79000,127.20813,34.76351,316.00000,319.00000,314.00000,317.00000,nan,4.06667,283.67833,nan,319.79800
330,67.50000,970.40000,970.40000,nan,24.90000,27.45000,25.10000,21.50000,27.90000,81.00000,31.25000,25.40000,16.45100,16.72500,1121.75000,358.00000,409.50000,5.65000,135.50195,-3.96000,4.03000,127.20800,34.76368,326.50000,329.50000,324.50000,327.50000,nan,4.40000,286.29450,nan,336.57650
340,70.00000,969.23333,969.23333,nan,24.80000,27.53333,25.10000,21.40000,27.90000,81.00000,31.20000,25.40000,16.45100,16.72667,1120.46667,357.66667,410.66667,5.76667,137.86475,-3.86000,4.26667,127.20779,34.76377,337.00000,340.00000,336.00000,339.00000,nan,4.13333,286.91767,nan,357.62667
350,72.50000,968.05000,968.05000,nan,24.80000,27.60000,25.05000,21.40000,27.80000,81.00000,31.05000,25.30000,16.43050,16.70500,1119.35000,357.00000,412.00000,5.85000,139.98171,-3.77000,4.49000,127.20766,34.76377,348.00000,351.00000,345.50000,348.50000,nan,4.35000,286.54750,nan,368.58550
360,75.00000,966.90000,966.90000,nan,24.70000,27.60000,25.00000,21.36667,27.73333,82.00000,30.93333,25.26667,16.40567,16.68000,1118.30000,357.00000,413.00000,6.00000,141.77300,-3.71000,4.71000,127.20766,34.76383,358.00000,361.00000,353.33333,356.33333,nan,4.13333,287.47167,nan,370.79400
370,77.50000,965.80000,965.80000,nan,24.60000,27.60000,24.90000,21.30000,27.65000,82.00000,30.80000,25.20000,16.37950,16.65500,1117.40000,356.00000,414.00000,6.15000,143.23262,-3.68000,4.92500,127.20766,34.76396,368.50000,371.50000,364.00000,367.00000,nan,4.05000,289.59900,nan,375.37100
380,79.50000,964.85000,964.85000,nan,24.55000,27.60000,24.85000,21.25000,27.55000,82.00000,30.65000,25.10000,16.33850,16.61000,1116.60000,356.00000,415.00000,6.25000,144.17057,-3.67500,5.09000,127.20762,34.76410,377.50000,380.50000,372.00000,375.00000,nan,4.60000,291.56400,nan,383.82800
390,81.50000,963.75000,963.75000,nan,24.45000,27.60000,24.75000,21.20000,27.45000,82.00000,30.45000,24.95000,16.27500,16.54500,1115.70000,355.00000,416.00000,6.45000,144.93480,-3.68500,5.25000,127.20754,34.76423,387.50000,390.50000,380.00000,383.00000,nan,5.00000,293.11900,nan,396.22850
400,83.50000,962.65000,962.65000,nan,24.35000,27.60000,24.65000,21.10000,27.35000,82.00000,30.30000,24.90000,16.25550,16.52000,1114.85000,355.00000,417.00000,6.55000,145.46224,-3.72000,5.40500,127.20741,34.76434,397.00000,400.00000,388.50000,391.50000,nan,4.85000,294.07800,nan,412.50800
410,85.50000,961.65000,961.65000,nan,24.30000,27.65000,24.60000,21.10000,27.30000,82.50000,30.20000,24.90000,16.26150,16.53000,1113.90000,354.50000,418.50000,6.70000,145.87185,-3.76500,5.55500,127.20725,34.76445,406.00000,409.00000,397.50000,400.50000,nan,4.50000,294.65300,nan,431.22150
420,87.50000,960.65000,960.65000,nan,24.25000,27.70000,24.55000,21.10000,27.25000,83.00000,30.10000,24.90000,16.26900,16.54000,1112.90000,354.00000,419.50000,6.85000,146.03174,-3.83000,5.68500,127.20709,34.76455,415.50000,418.50000,406.50000,409.50000,nan,4.85000,295.18500,nan,448.70700
430,89.50000,959.50000,959.50000,nan,24.15000,27.70000,24.50000,21.10000,27.15000,83.00000,29.95000,24.85000,16.26200,16.53000,1111.85000,354.00000,420.50000,7.00000,146.12826,-3.90000,5.81000,127.20699,34.76462,426.00000,429.00000,417.50000,420.50000,nan,5.55000,295.59100,nan,460.23250
440,91.50000,958.20000,958.20000,nan,24.05000,27.70000,24.40000,21.05000,27.05000,83.00000,29.75000,24.80000,16.24500,16.51500,1110.80000,353.50000,422.50000,7.15000,146.23196,-3.96500,5.93000,127.20696,34.76467,438.00000,441.00000,427.50000,430.50000,nan,5.90000,296.12700,nan,465.27350
450,93.00000,957.20000,957.20000,nan,24.00000,27.70000,24.30000,21.00000,27.00000,84.00000,29.60000,24.70000,16.23800,16.51000,1110.00000,353.00000,423.00000,7.20000,146.26603,-4.02000,6.02000,127.20697,34.76474,447.00000,450.00000,435.00000,438.00000,nan,6.10000,296.99500,nan,468.10100
460,94.50000,956.25000,956.25000,nan,23.90000,27.70000,24.25000,21.00000,26.90000,84.00000,29.45000,24.70000,16.23250,16.50000,1109.10000,353.00000,424.50000,7.35000,146.27746,-4.07500,6.10500,127.20695,34.76485,456.00000,459.00000,443.00000,446.00000,nan,6.00000,298.21350,nan,474.74950
470,96.50000,954.90000,954.90000,nan,23.75000,27.70000,24.15000,21.00000,26.75000,84.00000,29.25000,24.70000,16.23250,16.50000,1108.00000,353.00000,426.50000,7.45000,146.25669,-4.14500,6.20500,127.20687,34.76503,468.00000,471.00000,455.00000,458.00000,nan,6.20000,299.68200,nan,491.46800
480,98.00000,953.90000,953.90000,nan,23.70000,27.70000,24.10000,21.00000,26.70000,85.00000,29.10000,24.70000,16.24600,16.51000,1107.10000,352.00000,427.00000,7.50000,146.28888,-4.19000,6.28000,127.20674,34.76514,477.00000,480.00000,464.00000,467.00000,nan,6.00000,300.39100,nan,507.49700
490,99.50000,953.05000,953.05000,nan,23.60000,27.70000,24.00000,21.00000,26.60000,85.00000,29.00000,24.65000,16.25100,16.52000,1106.40000,352.00000,428.50000,7.60000,146.37249,-4.22000,6.34500,127.20662,34.76521,485.50000,488.50000,473.00000,476.00000,nan,5.25000,300.51300,nan,521.21950
500,101.50000,951.90000,951.90000,nan,23.50000,27.70000,23.90000,20.90000,26.50000,85.50000,28.85000,24.60000,16.25200,16.52000,1105.50000,352.00000,430.00000,7.70000,146.64950,-4.24500,6.45000,127.20651,34.76525,495.50000,498.50000,483.50000,486.50000,nan,5.25000,300.38850,nan,532.09800
510,103.50000,950.75000,950.75000,nan,23.40000,27.70000,23.80000,20.90000,26.40000,86.00000,28.65000,24.60000,16.25550,16.52000,1104.55000,352.00000,431.50000,7.80000,147.00070,-4.26000,6.56000,127.20648,34.76532,506.50000,509.50000,493.50000,496.50000,nan,5.30000,300.92950,nan,538.45300
520,105.50000,949.70000,949.70000,nan,23.30000,27.70000,23.70000,20.90000,26.30000,86.00000,28.45000,24.60000,16.26050,16.53000,1103.70000,352.00000,432.50000,7.90000,147.43442,-4.26000,6.67000,127.20645,34.76548,516.00000,519.00000,503.00000,506.00000,nan,4.65000,302.37000,nan,550.44150
530,108.00000,948.53333,948.53333,nan,23.16667,27.70000,23.56667,20.90000,26.16667,87.00000,28.30000,24.60000,16.27633,16.54667,1102.80000,351.33333,434.33333,8.03333,148.04764,-4.24333,6.80333,127.20628,34.76573,527.00000,530.00000,512.33333,515.33333,nan,4.20000,303.81267,nan,578.29833
540,110.50000,947.35000,947.35000,nan,23.10000,27.75000,23.50000,20.90000,26.10000,87.00000,28.10000,24.60000,16.29700,16.56500,1101.80000,351.00000,435.50000,8.10000,148.85474,-4.20000,6.95000,127.20603,34.76590,537.50000,540.50000,522.00000,525.00000,nan,4.35000,304.05650,nan,607.67650
550,112.50000,946.30000,946.30000,nan,23.10000,27.85000,23.50000,20.90000,26.10000,87.00000,28.15000,24.60000,16.31050,16.58000,1100.45000,351.00000,437.00000,8.20000,149.56276,-4.16000,7.08000,127.20587,34.76596,547.50000,550.50000,531.00000,534.00000,nan,5.25000,303.93650,nan,623.03300
560,114.50000,945.05000,945.05000,nan,23.10000,27.90000,23.50000,20.85000,26.05000,87.00000,28.05000,24.45000,16.27050,16.54000,1099.15000,350.00000,438.00000,8.30000,150.23799,-4.12000,7.20500,127.20582,34.76603,559.00000,562.00000,543.50000,546.50000,nan,5.95000,304.24900,nan,632.15650
570,116.00000,944.00000,944.00000,nan,23.00000,27.90000,23.40000,20.80000,26.00000,87.00000,27.90000,24.40000,16.22600,16.49000,1098.30000,350.00000,439.00000,8.40000,150.71300,-4.10000,7.31000,127.20580,34.76612,568.00000,571.00000,554.00000,557.00000,nan,6.30000,304.81900,nan,638.84600
580,117.50000,943.05000,943.05000,nan,22.90000,27.90000,23.35000,20.70000,25.90000,87.50000,27.80000,24.30000,16.19500,16.46000,1097.50000,349.00000,440.00000,8.45000,151.14918,-4.08500,7.41500,127.20577,34.76622,578.00000,581.00000,563.50000,566.50000,nan,6.30000,305.56200,nan,647.81400
590,119.00000,942.10000,942.10000,nan,22.90000,28.00000,23.30000,20.70000,25.80000,88.00000,27.70000,24.30000,16.17400,16.44000,1096.60000,349.00000,441.00000,8.60000,151.45898,-4.09000,7.52000,127.20573,34.76634,587.00000,590.00000,572.00000,575.00000,nan,5.70000,306.30600,nan,657.80800
600,121.00000,940.93333,940.93333,nan,22.76667,28.00000,23.20000,20.63333,25.73333,88.00000,27.56667,24.20000,16.14900,16.41333,1095.63333,348.66667,442.33333,8.70000,151.79585,-4.11333,7.67000,127.20569,34.76650,597.00000,600.00000,582.00000,585.00000,nan,5.13333,307.30967,nan,671.33467
610,123.50000,939.65000,939.65000,nan,22.65000,28.00000,23.10000,20.60000,25.60000,88.00000,27.35000,24.10000,16.12450,16.39000,1094.60000,348.00000,443.50000,8.90000,151.93886,-4.19000,7.86000,127.20562,34.76671,609.00000,612.00000,593.50000,596.50000,nan,4.60000,308.57500,nan,691.13650
620,125.50000,938.65000,938.65000,nan,22.60000,28.00000,23.05000,20.60000,25.55000,88.00000,27.30000,24.10000,16.11550,16.38000,1093.60000,348.00000,445.00000,9.05000,151.82737,-4.29000,8.01000,127.20550,34.76687,618.50000,621.50000,602.50000,605.50000,nan,4.85000,309.15500,nan,711.27150
630,127.00000,937.80000,937.80000,nan,22.60000,28.10000,23.00000,20.50000,25.50000,88.00000,27.20000,24.10000,16.10900,16.37000,1092.70000,347.00000,446.00000,9.20000,151.71604,-4.38000,8.14000,127.20538,34.76697,626.00000,629.00000,610.00000,613.00000,nan,5.30000,309.23000,nan,725.86400
640,129.00000,936.70000,936.70000,nan,22.46667,28.10000,22.93333,20.50000,25.43333,88.66667,27.10000,24.00000,16.08967,16.35000,1091.73333,347.00000,447.00000,9.50000,151.33321,-4.54333,8.31000,127.20528,34.76706,637.00000,640.00000,620.00000,623.00000,nan,5.16667,309.39700,nan,740.43800
650,131.00000,935.60000,935.60000,nan,22.40000,28.10000,22.80000,20.50000,25.30000,89.00000,26.90000,24.00000,16.07900,16.34000,1090.90000,347.00000,448.00000,9.70000,150.92821,-4.72000,8.49000,127.20522,34.76721,647.00000,650.00000,630.00000,633.00000,nan,5.10000,310.07800,nan,754.22700
660,133.00000,934.53333,934.53333,nan,22.26667,28.10000,22.73333,20.50000,25.23333,89.33333,26.76667,23.90000,16.08933,16.35333,1090.00000,346.66667,449.66667,10.00000,150.36419,-4.94000,8.68333,127.20515,34.76741,657.00000,660.00000,639.66667,642.66667,nan,5.00000,311.03033,nan,774.14867
670,135.50000,933.35000,933.35000,nan,22.20000,28.10000,22.65000,20.40000,25.10000,90.00000,26.60000,23.90000,16.09100,16.35500,1088.95000,346.00000,451.00000,10.35000,149.66375,-5.22000,8.92000,127.20497,34.76762,668.00000,671.00000,650.50000,653.50000,nan,4.25000,311.56500,nan,801.61750
680,137.50000,932.30000,932.30000,nan,22.10000,28.10000,22.60000,20.40000,25.05000,90.00000,26.50000,23.85000,16.07150,16.33500,1088.00000,346.00000,452.50000,10.60000,149.16598,-5.43500,9.10500,127.20485,34.76772,677.50000,680.50000,659.50000,662.50000,nan,5.00000,311.63500,nan,818.04050
