HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1005.00000,1005.00000,nan,24.30000,23.90000,24.30000,21.40000,27.20000,84.00000,30.20000,25.40000,15.85400,16.11000,1164.40000,368.00000,368.00000,1.20000,147.89374,-0.64000,1.02000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,1.00000,1004.00000,1004.00000,nan,24.40000,24.10000,24.40000,21.20000,27.30000,82.00000,30.40000,25.00000,15.64300,15.89000,1162.90000,366.00000,367.00000,1.50000,145.37584,-0.87000,1.26000,127.21131,34.76267,9.00000,12.00000,5.00000,8.00000,nan,12.50000,256.20100,nan,5.97500
20,2.00000,1002.60000,1002.60000,nan,24.50000,24.30000,24.50000,21.00000,27.30000,81.00000,30.60000,24.70000,15.44400,15.69000,1161.10000,364.00000,367.00000,2.00000,143.18780,-1.19000,1.59000,127.21124,34.76268,21.00000,24.00000,12.00000,15.00000,nan,12.50000,257.08000,nan,14.31600
30,3.00000,1001.50000,1001.50000,nan,24.50000,24.40000,24.50000,20.90000,27.30000,80.00000,30.50000,24.50000,15.37400,15.61000,1159.90000,363.00000,368.00000,2.40000,142.00127,-1.50000,1.92000,127.21118,34.76268,31.00000,34.00000,19.00000,22.00000,nan,9.70000,257.77200,nan,22.35100
40,4.00000,1000.70000,1000.70000,nan,24.40000,24.40000,24.50000,20.90000,27.30000,80.00000,30.50000,24.50000,15.36900,15.61000,1159.20000,363.00000,369.00000,2.90000,141.09040,-1.80000,2.23000,127.21113,34.76269,37.00000,40.00000,26.00000,29.00000,nan,6.60000,258.66100,nan,29.90300
50,5.50000,999.80000,999.80000,nan,24.40000,24.40000,24.45000,20.90000,27.20000,81.00000,30.35000,24.50000,15.37850,15.62000,1158.35000,363.00000,369.50000,3.45000,140.26937,-2.19000,2.63500,127.21104,34.76272,45.50000,48.50000,36.00000,39.00000,nan,5.30000,260.60600,nan,39.84700
60,7.50000,998.60000,998.60000,nan,24.30000,24.40000,24.35000,20.80000,27.15000,81.00000,30.25000,24.45000,15.36550,15.60500,1157.30000,362.00000,371.00000,4.00000,139.63818,-2.60500,3.06500,127.21096,34.76275,56.00000,59.00000,47.50000,50.50000,nan,5.40000,264.64300,nan,50.07200
70,9.50000,997.40000,997.40000,nan,24.20000,24.40000,24.30000,20.80000,27.05000,81.00000,30.05000,24.35000,15.33500,15.57500,1156.25000,362.00000,372.50000,4.35000,139.31341,-2.85000,3.31500,127.21091,34.76282,66.50000,69.50000,56.50000,59.50000,nan,5.30000,271.22500,nan,56.07300
80,12.00000,996.16667,996.16667,nan,24.13333,24.46667,24.20000,20.80000,26.96667,81.33333,29.90000,24.36667,15.34800,15.58667,1155.16667,362.00000,373.66667,4.60000,138.86109,-3.01667,3.45333,127.21088,34.76292,78.00000,81.00000,66.00000,69.00000,nan,4.16667,282.01000,nan,59.86867
90,14.50000,994.85000,994.85000,nan,24.00000,24.45000,24.10000,20.80000,26.85000,82.00000,29.65000,24.40000,15.37700,15.62000,1154.10000,361.00000,375.50000,4.75000,137.95430,-3.17000,3.51500,127.21079,34.76301,89.00000,92.00000,78.50000,81.50000,nan,4.75000,288.33550,nan,70.65450
100,16.50000,993.85000,993.85000,nan,23.90000,24.40000,24.00000,20.80000,26.75000,82.50000,29.55000,24.35000,15.38200,15.62500,1153.25000,361.00000,376.50000,4.80000,136.93721,-3.28500,3.51500,127.21066,34.76308,98.00000,101.00000,87.50000,90.50000,nan,4.45000,291.15350,nan,84.81500
110,18.50000,992.85000,992.85000,nan,23.85000,24.40000,23.90000,20.75000,26.65000,83.00000,29.35000,24.30000,15.38800,15.63000,1152.40000,361.00000,378.00000,4.85000,135.62593,-3.39500,3.47000,127.21060,34.76319,107.00000,110.00000,97.50000,100.50000,nan,4.30000,296.58050,nan,93.93800
120,20.50000,991.85000,991.85000,nan,23.75000,24.40000,23.85000,20.70000,26.55000,83.00000,29.25000,24.30000,15.36150,15.60000,1151.65000,361.00000,379.00000,4.90000,133.87506,-3.50500,3.37000,127.21053,34.76327,115.50000,118.50000,110.00000,113.00000,nan,4.55000,299.82050,nan,104.45100
130,22.50000,990.70000,990.70000,nan,23.65000,24.40000,23.75000,20.70000,26.45000,83.00000,29.05000,24.20000,15.33900,15.57500,1150.75000,360.00000,380.00000,4.80000,131.68283,-3.60500,3.21000,127.21039,34.76336,125.50000,128.50000,122.50000,125.50000,nan,5.15000,300.70150,nan,120.54850
140,24.50000,989.50000,989.50000,nan,23.55000,24.50000,23.70000,20.60000,26.40000,84.00000,28.90000,24.20000,15.33800,15.57500,1149.65000,360.00000,381.50000,4.75000,128.99767,-3.70500,3.00000,127.21031,34.76347,136.50000,139.50000,132.50000,135.50000,nan,5.30000,303.35150,nan,132.78850
150,26.50000,988.30000,988.30000,nan,23.50000,24.50000,23.60000,20.60000,26.30000,84.00000,28.75000,24.20000,15.35800,15.59500,1148.55000,360.00000,383.00000,4.70000,125.95079,-3.78500,2.74500,127.21031,34.76352,147.50000,150.50000,142.50000,145.50000,nan,5.60000,305.54750,nan,136.11250
160,28.50000,987.00000,987.00000,nan,23.35000,24.50000,23.50000,20.60000,26.20000,84.50000,28.55000,24.15000,15.35600,15.59500,1147.45000,359.50000,384.50000,4.60000,122.54326,-3.85500,2.46000,127.21023,34.76350,159.00000,162.00000,155.00000,158.00000,nan,5.75000,302.97450,nan,141.22400
170,30.00000,986.00000,986.00000,nan,23.30000,24.50000,23.40000,20.60000,26.10000,85.00000,28.40000,24.10000,15.35600,15.60000,1146.60000,359.00000,386.00000,4.50000,119.69752,-3.91000,2.23000,127.21008,34.76349,168.00000,171.00000,167.00000,170.00000,nan,6.00000,299.89700,nan,152.23500
180,31.50000,985.00000,985.00000,nan,23.20000,24.50000,23.35000,20.60000,26.00000,85.00000,28.25000,24.10000,15.35750,15.60000,1145.85000,359.00000,386.50000,4.45000,116.94142,-3.94500,2.00500,127.20996,34.76354,176.00000,179.00000,176.50000,179.50000,nan,5.60000,299.69750,nan,164.47100
190,33.50000,983.80000,983.80000,nan,23.10000,24.50000,23.25000,20.60000,25.90000,86.00000,28.10000,24.10000,15.36550,15.60500,1144.80000,359.00000,388.50000,4.35000,113.18990,-3.98000,1.70500,127.20994,34.76364,187.00000,190.00000,183.50000,186.50000,nan,5.65000,302.52600,nan,171.84250
200,35.50000,982.45000,982.45000,nan,22.95000,24.50000,23.15000,20.55000,25.75000,86.00000,27.90000,24.05000,15.36300,15.60500,1143.65000,358.50000,389.50000,4.25000,109.41755,-4.00000,1.41000,127.20995,34.76367,199.00000,202.00000,191.50000,194.50000,nan,6.20000,303.77100,nan,172.53850
210,37.00000,981.50000,981.50000,nan,22.90000,24.50000,23.00000,20.50000,25.70000,87.00000,27.70000,24.00000,15.36100,15.60000,1142.90000,358.00000,391.00000,4.20000,106.83057,-4.00000,1.21000,127.20988,34.76364,208.00000,211.00000,201.00000,204.00000,nan,5.40000,301.85000,nan,176.34100
220,38.50000,980.65000,980.65000,nan,22.80000,24.50000,23.00000,20.50000,25.65000,87.00000,27.65000,24.00000,15.37650,15.61500,1142.15000,358.00000,392.00000,4.10000,104.65882,-3.99500,1.04500,127.20974,34.76364,215.50000,218.50000,213.00000,216.00000,nan,4.85000,299.54700,nan,186.13550
230,40.50000,979.50000,979.50000,nan,22.75000,24.50000,22.90000,20.50000,25.60000,87.00000,27.55000,24.00000,15.36550,15.60500,1141.15000,358.00000,393.00000,4.05000,102.36061,-3.97000,0.87000,127.20961,34.76367,225.50000,228.50000,227.00000,230.00000,nan,5.00000,298.90450,nan,200.34350
240,42.50000,978.40000,978.40000,nan,22.70000,24.50000,22.85000,20.45000,25.50000,87.00000,27.45000,23.90000,15.34100,15.58000,1140.05000,357.00000,394.50000,4.00000,100.95860,-3.92500,0.76000,127.20953,34.76370,235.50000,238.50000,239.00000,242.00000,nan,5.20000,298.65600,nan,206.95350
250,44.50000,977.35000,977.35000,nan,22.60000,24.55000,22.80000,20.40000,25.40000,87.50000,27.25000,23.90000,15.33750,15.58000,1139.20000,357.00000,395.50000,3.95000,100.31135,-3.87500,0.70500,127.20948,34.76363,245.00000,248.00000,248.50000,251.50000,nan,4.55000,296.16200,nan,208.20100
260,46.50000,976.20000,976.20000,nan,22.45000,24.50000,22.65000,20.40000,25.30000,88.00000,27.05000,23.85000,15.32900,15.56500,1138.35000,357.00000,396.50000,3.90000,100.68765,-3.81500,0.72000,127.20940,34.76356,255.00000,258.00000,255.00000,258.00000,nan,5.35000,293.39000,nan,211.75550
270,48.50000,975.00000,975.00000,nan,22.40000,24.50000,22.60000,20.40000,25.20000,88.00000,26.95000,23.80000,15.31550,15.55000,1137.30000,356.00000,398.00000,3.80000,101.95401,-3.75500,0.79500,127.20932,34.76358,266.00000,269.00000,263.50000,266.50000,nan,5.35000,293.12500,nan,219.24100
280,50.50000,973.80000,973.80000,nan,22.30000,24.60000,22.50000,20.30000,25.10000,89.00000,26.80000,23.75000,15.31550,15.55000,1136.25000,356.00000,399.50000,3.80000,104.03624,-3.70000,0.92500,127.20922,34.76363,276.50000,279.50000,273.50000,276.50000,nan,5.10000,293.38150,nan,229.68600
290,52.50000,972.60000,972.60000,nan,22.20000,24.60000,22.40000,20.30000,25.00000,89.00000,26.65000,23.70000,15.31500,15.55000,1135.25000,356.00000,400.50000,3.80000,106.63468,-3.66500,1.09500,127.20908,34.76361,287.00000,290.00000,282.00000,285.00000,nan,5.40000,291.81800,nan,240.44950
300,54.50000,971.45000,971.45000,nan,22.10000,24.60000,22.35000,20.30000,24.90000,89.50000,26.50000,23.70000,15.31350,15.55000,1134.25000,355.50000,402.00000,3.90000,109.32500,-3.65000,1.28000,127.20899,34.76355,297.50000,300.50000,291.00000,294.00000,nan,5.25000,289.76250,nan,246.17350
310,56.50000,970.30000,970.30000,nan,22.00000,24.60000,22.20000,20.30000,24.80000,90.00000,26.35000,23.70000,15.31600,15.55500,1133.25000,355.00000,403.50000,3.95000,111.89556,-3.67000,1.47500,127.20898,34.76355,308.00000,311.00000,302.00000,305.00000,nan,5.25000,289.77650,nan,246.60500
320,58.50000,969.20000,969.20000,nan,21.90000,24.60000,22.15000,20.30000,24.70000,90.50000,26.20000,23.70000,15.34850,15.59000,1132.30000,355.00000,405.00000,4.05000,113.89841,-3.73500,1.65500,127.20899,34.76365,318.00000,321.00000,312.00000,315.00000,nan,4.60000,292.10000,nan,249.63950
330,60.50000,968.35000,968.35000,nan,21.85000,24.60000,22.10000,20.30000,24.65000,91.00000,26.10000,23.70000,15.36800,15.61000,1131.55000,355.00000,406.00000,4.25000,115.48072,-3.84000,1.83000,127.20892,34.76379,326.00000,329.00000,318.50000,321.50000,nan,3.90000,294.74200,nan,261.12800
340,62.50000,967.25000,967.25000,nan,21.75000,24.60000,22.00000,20.25000,24.55000,91.00000,25.95000,23.65000,15.35800,15.59500,1130.70000,355.00000,407.50000,4.45000,116.33425,-3.98000,1.97000,127.20882,34.76390,335.50000,338.50000,325.00000,328.00000,nan,5.30000,296.20650,nan,274.69400
