HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1013.00000,1013.00000,nan,29.80000,28.70000,29.70000,24.70000,33.40000,74.00000,41.90000,31.00000,19.27300,19.65000,1149.90000,384.00000,384.00000,3.30000,182.94899,0.17000,3.30000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1.50000,1011.10000,1011.10000,nan,28.70000,27.75000,28.60000,23.75000,32.10000,74.50000,39.25000,29.35000,18.23800,18.58000,1152.70000,378.50000,381.50000,2.50000,172.04609,-0.35000,2.50500,127.21129,34.76277,16.50000,19.50000,1.00000,4.00000,nan,11.15000,265.73600,nan,17.77350
30,3.50000,1009.75000,1009.75000,nan,28.45000,27.60000,28.35000,23.80000,31.85000,76.00000,38.60000,29.30000,18.23550,18.57500,1152.15000,378.00000,383.00000,2.45000,165.54412,-0.62000,2.40500,127.21123,34.76286,29.00000,32.00000,9.00000,12.00000,nan,4.90000,277.57100,nan,27.46500
40,5.50000,1008.55000,1008.55000,nan,28.20000,27.45000,28.15000,23.60000,31.60000,76.00000,38.15000,28.95000,18.07100,18.40500,1151.75000,377.50000,383.50000,2.75000,165.26170,-0.70500,2.68000,127.21121,34.76292,39.00000,42.00000,24.00000,27.00000,nan,5.60000,290.64150,nan,31.74050
50,7.00000,1007.60000,1007.60000,nan,28.00000,27.40000,28.00000,23.30000,31.30000,75.00000,37.70000,28.40000,17.74000,18.06000,1151.60000,375.00000,383.00000,3.00000,165.16803,-0.76000,2.87000,127.21119,34.76300,48.00000,51.00000,35.00000,38.00000,nan,5.70000,304.04800,nan,36.50000
60,9.00000,1006.50000,1006.50000,nan,27.83333,27.23333,27.80000,22.80000,31.00000,74.33333,37.23333,27.63333,17.25933,17.56000,1151.50000,371.66667,381.00000,3.20000,164.67610,-0.83667,3.05333,127.21117,34.76313,57.66667,60.66667,46.00000,49.00000,nan,4.76667,317.11700,nan,48.04700
70,11.00000,1005.40000,1005.40000,nan,27.80000,27.30000,27.80000,22.50000,30.90000,73.00000,37.10000,27.10000,16.96700,17.26000,1150.60000,370.00000,380.00000,3.30000,164.24456,-0.90000,3.19000,127.21117,34.76323,67.00000,70.00000,55.00000,58.00000,nan,5.00000,324.48700,nan,56.11800
80,13.00000,1004.26667,1004.26667,nan,27.80000,27.43333,27.80000,22.50000,30.93333,73.00000,37.20000,27.06667,16.93267,17.22333,1149.26667,369.00000,381.33333,3.40000,163.81600,-0.95000,3.27333,127.21111,34.76325,77.00000,80.00000,62.66667,65.66667,nan,4.93333,321.81867,nan,61.25800
90,15.50000,1002.95000,1002.95000,nan,27.80000,27.50000,27.80000,22.40000,30.90000,72.50000,37.10000,26.95000,16.86850,17.16000,1147.90000,368.00000,382.00000,3.50000,163.61046,-0.97500,3.31500,127.21103,34.76333,89.00000,92.00000,74.50000,77.50000,nan,4.45000,321.91450,nan,73.31400
100,17.50000,1001.95000,1001.95000,nan,27.90000,27.80000,28.00000,22.40000,31.10000,71.50000,37.50000,26.90000,16.85650,17.14500,1146.05000,367.50000,383.00000,3.40000,163.62935,-0.96500,3.28500,127.21104,34.76344,97.50000,100.50000,86.50000,89.50000,nan,4.65000,327.19350,nan,81.45600
110,19.50000,1000.85000,1000.85000,nan,28.35000,28.25000,28.35000,22.40000,31.45000,70.00000,38.35000,26.90000,16.90650,17.19500,1143.40000,367.00000,383.50000,3.35000,163.90125,-0.92500,3.20500,127.21100,34.76345,107.00000,110.00000,100.50000,103.50000,nan,4.65000,325.96550,nan,85.12950
120,21.50000,999.85000,999.85000,nan,28.35000,28.40000,28.40000,22.25000,31.50000,69.00000,38.55000,26.70000,16.76500,17.05000,1142.15000,365.50000,384.00000,3.20000,164.47112,-0.86000,3.09500,127.21091,34.76347,116.00000,119.00000,112.50000,115.50000,nan,4.50000,322.88950,nan,92.21300
130,23.50000,998.85000,998.85000,nan,28.30000,28.40000,28.30000,22.05000,31.40000,69.00000,38.30000,26.35000,16.58100,16.86000,1141.45000,364.00000,384.00000,3.05000,165.28034,-0.77500,2.95000,127.21091,34.76354,125.50000,128.50000,122.00000,125.00000,nan,4.65000,325.22650,nan,97.85500
140,26.00000,997.53333,997.53333,nan,28.23333,28.43333,28.30000,21.96667,31.30000,69.00000,38.16667,26.23333,16.52433,16.80333,1140.13333,363.00000,384.66667,2.80000,166.82181,-0.64000,2.73333,127.21098,34.76361,137.00000,140.00000,131.00000,134.00000,nan,4.86667,330.52900,nan,100.58333
150,28.00000,996.40000,996.40000,nan,28.10000,28.50000,28.20000,21.90000,31.20000,69.00000,38.00000,26.10000,16.46100,16.74000,1139.20000,363.00000,386.00000,2.60000,168.43003,-0.52000,2.54000,127.21096,34.76368,148.00000,151.00000,142.00000,145.00000,nan,5.30000,331.62600,nan,109.25100
160,29.50000,995.45000,995.45000,nan,28.05000,28.40000,28.10000,21.80000,31.05000,69.00000,37.70000,25.95000,16.39050,16.66000,1138.70000,362.00000,386.50000,2.45000,170.10880,-0.41500,2.38000,127.21090,34.76376,156.00000,159.00000,152.00000,155.00000,nan,5.75000,331.45650,nan,118.98900
170,31.50000,994.10000,994.10000,nan,27.85000,28.40000,27.95000,21.70000,30.90000,69.00000,37.35000,25.85000,16.32500,16.60000,1137.75000,361.00000,387.50000,2.15000,172.61396,-0.28000,2.16000,127.21087,34.76382,168.00000,171.00000,164.50000,167.50000,nan,5.85000,331.61700,nan,125.42950
180,33.50000,992.90000,992.90000,nan,27.80000,28.40000,27.90000,21.70000,30.80000,69.00000,37.15000,25.80000,16.31650,16.58500,1136.70000,361.00000,389.00000,1.95000,175.71453,-0.14500,1.93500,127.21085,34.76382,178.50000,181.50000,175.50000,178.50000,nan,5.20000,331.15900,nan,127.94500
190,35.00000,992.00000,992.00000,nan,27.70000,28.40000,27.80000,21.70000,30.80000,69.00000,37.10000,25.80000,16.31500,16.59000,1135.90000,361.00000,390.00000,1.80000,178.69805,-0.04000,1.76000,127.21082,34.76384,186.00000,189.00000,182.00000,185.00000,nan,5.20000,330.37300,nan,131.00000
200,37.00000,990.90000,990.90000,nan,27.66667,28.50000,27.80000,21.60000,30.73333,69.33333,36.96667,25.66667,16.27767,16.54667,1134.76667,360.00000,391.00000,1.50000,183.25621,0.08667,1.52333,127.21084,34.76386,197.00000,200.00000,194.33333,197.33333,nan,5.33333,331.43167,nan,131.91867
210,39.00000,989.60000,989.60000,nan,27.60000,28.50000,27.70000,21.60000,30.60000,70.00000,36.80000,25.60000,16.27700,16.55000,1133.70000,360.00000,392.00000,1.30000,188.81290,0.20000,1.29000,127.21092,34.76387,208.00000,211.00000,208.00000,211.00000,nan,5.60000,334.86800,nan,129.44900
220,40.50000,988.75000,988.75000,nan,27.50000,28.50000,27.65000,21.60000,30.60000,70.00000,36.65000,25.70000,16.31400,16.58500,1132.95000,360.00000,393.50000,1.15000,194.57903,0.29000,1.11500,127.21100,34.76389,215.50000,218.50000,218.50000,221.50000,nan,5.15000,337.83750,nan,129.22900
230,42.50000,987.75000,987.75000,nan,27.45000,28.50000,27.60000,21.60000,30.50000,70.50000,36.45000,25.70000,16.33200,16.60500,1132.05000,360.00000,395.00000,0.95000,204.05253,0.39500,0.88500,127.21101,34.76394,225.00000,228.00000,230.50000,233.50000,nan,4.40000,339.10500,nan,133.13800
240,45.00000,986.40000,986.40000,nan,27.30000,28.50000,27.43333,21.53333,30.33333,71.00000,36.13333,25.53333,16.26533,16.53333,1131.10000,359.00000,396.33333,0.83333,219.80557,0.51667,0.62000,127.21095,34.76396,237.00000,240.00000,243.66667,246.66667,nan,5.10000,337.60900,nan,137.79233
250,47.00000,985.20000,985.20000,nan,27.20000,28.40000,27.30000,21.50000,30.20000,71.00000,35.80000,25.50000,16.23400,16.50000,1130.30000,359.00000,397.00000,0.70000,235.45163,0.61000,0.42000,127.21093,34.76395,248.00000,251.00000,254.00000,257.00000,nan,5.30000,336.70100,nan,137.32300
260,48.50000,984.30000,984.30000,nan,27.05000,28.40000,27.20000,21.50000,30.05000,71.50000,35.55000,25.40000,16.23000,16.49500,1129.80000,358.00000,398.50000,0.70000,246.95640,0.67000,0.28500,127.21096,34.76394,256.00000,259.00000,259.50000,262.50000,nan,5.40000,337.51800,nan,135.26450
270,50.50000,983.15000,983.15000,nan,26.90000,28.40000,27.10000,21.50000,29.95000,72.00000,35.30000,25.50000,16.27300,16.54500,1128.85000,358.00000,400.50000,0.75000,260.84974,0.74500,0.12000,127.21099,34.76395,266.50000,269.50000,267.00000,270.00000,nan,5.00000,338.78650,nan,135.04550
280,52.50000,982.05000,982.05000,nan,26.90000,28.40000,27.05000,21.50000,29.90000,72.50000,35.20000,25.50000,16.31500,16.59000,1127.70000,358.00000,401.50000,0.80000,270.69869,0.82000,-0.01000,127.21097,34.76398,276.50000,279.50000,274.00000,277.00000,nan,5.05000,338.37750,nan,138.58100
