HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1011.00000,1011.00000,nan,22.20000,21.30000,22.20000,18.00000,24.50000,77.00000,26.60000,20.50000,12.72200,12.89000,1181.90000,352.00000,352.00000,1.90000,123.85711,-1.58000,1.06000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1.00000,1008.60000,1008.60000,nan,22.40000,21.70000,22.40000,17.70000,24.70000,75.00000,27.00000,20.20000,12.52500,12.68000,1178.30000,350.00000,353.00000,1.60000,92.45904,-1.63000,0.07000,127.21116,34.76267,21.00000,24.00000,6.00000,9.00000,nan,14.40000,247.65100,nan,34.44000
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,3.00000,1006.70000,1006.70000,nan,22.36667,21.80000,22.36667,17.60000,24.66667,74.00000,26.96667,20.03333,12.46567,12.62333,1176.36667,348.66667,354.66667,1.93333,86.59237,-1.90333,-0.11333,127.21109,34.76264,37.33333,40.33333,15.66667,18.66667,nan,7.10000,244.93100,nan,45.15967
50,5.00000,1005.50000,1005.50000,nan,22.30000,21.80000,22.30000,17.50000,24.60000,74.00000,26.80000,19.90000,12.40500,12.56000,1175.30000,348.00000,356.00000,2.20000,88.45184,-2.22000,-0.06000,127.21103,34.76263,48.00000,51.00000,26.00000,29.00000,nan,5.10000,246.96400,nan,50.36900
60,6.50000,1004.60000,1004.60000,nan,22.25000,21.90000,22.25000,17.40000,24.50000,74.00000,26.75000,19.75000,12.32350,12.47500,1174.55000,347.50000,356.00000,2.45000,89.41537,-2.45000,-0.02500,127.21098,34.76265,55.50000,58.50000,35.50000,38.50000,nan,5.05000,250.58900,nan,52.94000
70,8.50000,1003.45000,1003.45000,nan,22.20000,21.90000,22.20000,17.30000,24.40000,74.00000,26.65000,19.65000,12.27550,12.43000,1173.50000,347.00000,357.00000,2.75000,90.10398,-2.75500,0.00500,127.21094,34.76268,65.50000,68.50000,48.50000,51.50000,nan,5.15000,255.40500,nan,56.72000
80,10.50000,1002.20000,1002.20000,nan,22.05000,21.90000,22.10000,17.30000,24.30000,74.00000,26.45000,19.60000,12.27800,12.43000,1172.45000,346.00000,358.50000,3.05000,90.65963,-3.04000,0.03500,127.21088,34.76270,76.50000,79.50000,62.00000,65.00000,nan,5.45000,259.22500,nan,61.22100
90,12.50000,1001.00000,1001.00000,nan,22.00000,21.90000,22.00000,17.30000,24.20000,75.00000,26.30000,19.60000,12.28700,12.44000,1171.45000,346.00000,359.50000,3.30000,91.12670,-3.30500,0.06500,127.21079,34.76270,86.50000,89.50000,74.00000,77.00000,nan,5.00000,259.99800,nan,68.76150
100,14.50000,999.90000,999.90000,nan,21.90000,21.90000,21.90000,17.30000,24.15000,75.00000,26.15000,19.60000,12.28800,12.44000,1170.50000,346.00000,361.00000,3.55000,91.29643,-3.53500,0.08000,127.21067,34.76269,96.50000,99.50000,88.00000,91.00000,nan,4.75000,260.68100,nan,79.83350
110,16.50000,998.80000,998.80000,nan,21.80000,21.90000,21.85000,17.20000,24.05000,75.00000,26.05000,19.55000,12.27100,12.42500,1169.55000,345.50000,362.00000,3.75000,91.38035,-3.73500,0.09000,127.21058,34.76269,105.50000,108.50000,105.00000,108.00000,nan,4.80000,261.67050,nan,88.60750
120,18.50000,997.60000,997.60000,nan,21.70000,21.90000,21.75000,17.20000,23.95000,75.00000,25.90000,19.50000,12.25850,12.41000,1168.55000,345.00000,363.50000,3.90000,91.32198,-3.90000,0.09000,127.21052,34.76270,116.00000,119.00000,118.00000,121.00000,nan,5.40000,262.46750,nan,93.69550
130,20.50000,996.40000,996.40000,nan,21.60000,21.90000,21.70000,17.20000,23.85000,76.00000,25.75000,19.50000,12.25650,12.41000,1167.45000,345.00000,365.00000,4.05000,91.06354,-4.04000,0.07500,127.21044,34.76270,126.50000,129.50000,131.00000,134.00000,nan,5.30000,263.41950,nan,100.90100
140,22.50000,995.20000,995.20000,nan,21.55000,21.90000,21.60000,17.10000,23.75000,76.00000,25.65000,19.50000,12.25350,12.41000,1166.45000,345.00000,366.50000,4.15000,90.75838,-4.15500,0.05500,127.21030,34.76270,137.50000,140.50000,147.50000,150.50000,nan,5.25000,263.74100,nan,113.21150
150,24.50000,993.95000,993.95000,nan,21.45000,21.90000,21.50000,17.10000,23.65000,76.50000,25.45000,19.40000,12.25800,12.41000,1165.35000,344.00000,367.50000,4.25000,90.33663,-4.25500,0.02500,127.21018,34.76270,148.00000,151.00000,157.00000,160.00000,nan,5.45000,264.03250,nan,123.78400
160,26.50000,992.70000,992.70000,nan,21.30000,21.90000,21.40000,17.10000,23.55000,77.00000,25.25000,19.40000,12.27300,12.42500,1164.30000,344.00000,369.50000,4.35000,89.80197,-4.34000,-0.01500,127.21016,34.76270,159.50000,162.50000,164.00000,167.00000,nan,5.50000,264.63900,nan,126.77750
170,28.00000,991.80000,991.80000,nan,21.20000,21.90000,21.30000,17.10000,23.50000,77.00000,25.20000,19.40000,12.27900,12.43000,1163.50000,344.00000,370.00000,4.40000,89.34894,-4.40000,-0.05000,127.21013,34.76269,167.00000,170.00000,172.00000,175.00000,nan,5.30000,263.98000,nan,128.84100
180,30.00000,990.60000,990.60000,nan,21.16667,22.00000,21.23333,17.10000,23.36667,77.66667,25.03333,19.40000,12.29000,12.44333,1162.53333,344.00000,371.66667,4.46667,88.50826,-4.48000,-0.11667,127.21001,34.76264,177.00000,180.00000,182.00000,185.00000,nan,4.96667,262.39000,nan,140.51700
190,32.00000,989.50000,989.50000,nan,21.10000,22.00000,21.20000,17.10000,23.30000,78.00000,24.90000,19.40000,12.29400,12.45000,1161.60000,344.00000,373.00000,4.60000,87.73950,-4.56000,-0.18000,127.20983,34.76264,187.00000,190.00000,187.00000,190.00000,nan,4.70000,262.96200,nan,156.80900
200,34.00000,988.43333,988.43333,nan,20.96667,22.00000,21.06667,17.06667,23.20000,78.00000,24.76667,19.40000,12.28867,12.44000,1160.70000,343.00000,374.33333,4.66667,86.88827,-4.66000,-0.25333,127.20972,34.76269,196.66667,199.66667,192.00000,195.00000,nan,4.86667,265.51967,nan,166.17500
210,36.00000,987.20000,987.20000,nan,20.90000,22.00000,21.00000,17.00000,23.10000,79.00000,24.60000,19.30000,12.27900,12.43000,1159.60000,343.00000,375.00000,4.80000,86.03416,-4.76000,-0.33000,127.20967,34.76272,207.00000,210.00000,200.00000,203.00000,nan,5.30000,266.56100,nan,170.60000
