HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1008.00000,1008.00000,nan,18.70000,18.00000,18.70000,17.40000,20.90000,92.00000,21.50000,19.80000,12.29500,12.45000,1192.90000,354.00000,354.00000,0.40000,275.71059,0.40000,-0.04000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,1.00000,1007.10000,1007.10000,nan,18.80000,18.20000,18.80000,17.40000,21.00000,92.00000,21.60000,19.80000,12.31500,12.47000,1191.50000,353.00000,354.00000,0.20000,312.87890,0.14000,-0.13000,127.21121,34.76271,7.00000,10.00000,-2.00000,1.00000,nan,11.80000,258.69400,nan,21.34100
20,2.00000,1006.10000,1006.10000,nan,18.80000,18.30000,18.80000,17.40000,21.00000,92.00000,21.70000,19.80000,12.34700,12.50000,1190.10000,353.00000,356.00000,0.20000,19.29005,-0.07000,-0.20000,127.21114,34.76273,16.00000,19.00000,2.00000,5.00000,nan,9.00000,256.53400,nan,33.42500
30,3.50000,1005.00000,1005.00000,nan,18.80000,18.35000,18.80000,17.45000,21.00000,92.00000,21.60000,19.90000,12.39150,12.54500,1188.90000,353.00000,357.00000,0.35000,42.61406,-0.23000,-0.25000,127.21116,34.76273,25.50000,28.50000,10.00000,13.00000,nan,5.85000,251.40600,nan,35.08550
40,5.50000,1003.80000,1003.80000,nan,19.00000,18.65000,19.00000,17.50000,21.20000,90.50000,21.90000,19.90000,12.42250,12.58000,1186.75000,352.50000,358.00000,0.45000,52.28402,-0.37500,-0.29000,127.21123,34.76272,36.00000,39.00000,22.50000,25.50000,nan,5.25000,246.48750,nan,28.36850
50,7.50000,1002.55000,1002.55000,nan,19.40000,19.15000,19.40000,17.40000,21.60000,88.50000,22.45000,19.85000,12.40150,12.55500,1183.65000,351.50000,359.00000,0.65000,57.60016,-0.52000,-0.33000,127.21123,34.76273,46.50000,49.50000,33.50000,36.50000,nan,5.45000,248.52100,nan,27.95200
60,9.50000,1001.25000,1001.25000,nan,19.65000,19.55000,19.65000,17.25000,21.85000,86.50000,22.85000,19.65000,12.29100,12.44500,1181.15000,349.50000,359.00000,0.75000,61.65011,-0.69500,-0.37500,127.21122,34.76271,58.00000,61.00000,46.50000,49.50000,nan,5.60000,246.21700,nan,30.07100
70,11.00000,1000.30000,1000.30000,nan,19.70000,19.70000,19.70000,17.10000,21.90000,85.00000,22.90000,19.40000,12.16300,12.31000,1179.80000,348.00000,359.00000,0.90000,63.71174,-0.83000,-0.41000,127.21123,34.76273,66.00000,69.00000,57.00000,60.00000,nan,5.50000,249.61200,nan,28.02000
80,13.00000,999.13333,999.13333,nan,19.93333,20.00000,19.96667,16.80000,22.10000,82.33333,23.26667,19.10000,11.97633,12.12333,1177.63333,346.33333,358.33333,1.10000,65.98490,-1.01000,-0.45000,127.21117,34.76276,76.33333,79.33333,67.66667,70.66667,nan,4.76667,257.93000,nan,31.93667
90,15.50000,997.90000,997.90000,nan,20.25000,20.45000,20.25000,16.45000,22.35000,79.00000,23.65000,18.75000,11.75250,11.89000,1175.20000,344.00000,358.00000,1.35000,67.87806,-1.23000,-0.50000,127.21104,34.76273,87.00000,90.00000,81.50000,84.50000,nan,4.45000,257.01950,nan,44.85000
100,17.50000,996.75000,996.75000,nan,20.30000,20.55000,20.30000,16.30000,22.40000,78.00000,23.70000,18.50000,11.62850,11.76500,1173.80000,343.00000,358.00000,1.50000,68.83874,-1.39500,-0.54000,127.21097,34.76272,96.50000,99.50000,95.50000,98.50000,nan,4.85000,257.89350,nan,50.46500
110,19.50000,995.70000,995.70000,nan,20.20000,20.60000,20.30000,16.15000,22.30000,77.50000,23.70000,18.35000,11.54750,11.68000,1172.60000,342.00000,358.50000,1.65000,69.85277,-1.54000,-0.56500,127.21094,34.76269,106.50000,109.50000,106.50000,109.50000,nan,4.90000,254.96300,nan,53.96600
120,21.50000,994.35000,994.35000,nan,20.30000,20.75000,20.35000,16.05000,22.35000,76.50000,23.75000,18.20000,11.46750,11.60000,1171.00000,341.00000,359.50000,1.75000,70.58705,-1.66000,-0.58500,127.21093,34.76264,118.00000,121.00000,115.00000,118.00000,nan,5.80000,249.55650,nan,57.52500
130,23.00000,993.30000,993.30000,nan,20.30000,20.90000,20.40000,16.00000,22.40000,76.00000,23.80000,18.10000,11.41400,11.55000,1169.70000,340.00000,360.00000,1.90000,71.07536,-1.75000,-0.60000,127.21092,34.76260,127.00000,130.00000,121.00000,124.00000,nan,6.00000,246.00400,nan,59.73600
140,24.50000,992.35000,992.35000,nan,20.30000,20.95000,20.40000,15.85000,22.35000,76.00000,23.80000,18.00000,11.35900,11.49000,1168.65000,339.50000,360.50000,1.95000,71.93953,-1.84000,-0.60000,127.21092,34.76258,135.00000,138.00000,126.00000,129.00000,nan,5.70000,244.50700,nan,60.46750
150,26.50000,991.10000,991.10000,nan,20.30000,21.00000,20.30000,15.75000,22.30000,75.00000,23.70000,17.85000,11.27500,11.40500,1167.35000,338.50000,361.50000,2.05000,72.62925,-1.95000,-0.61000,127.21091,34.76261,146.00000,149.00000,135.00000,138.00000,nan,5.55000,247.39800,nan,59.11500
160,28.50000,989.80000,989.80000,nan,20.25000,21.10000,20.30000,15.55000,22.30000,74.50000,23.70000,17.65000,11.15750,11.28500,1166.00000,337.50000,362.00000,2.15000,73.70791,-2.07000,-0.60500,127.21084,34.76265,157.00000,160.00000,143.50000,146.50000,nan,5.35000,252.97800,nan,64.59300
170,30.50000,988.70000,988.70000,nan,20.20000,21.10000,20.25000,15.45000,22.20000,74.00000,23.65000,17.50000,11.10300,11.22500,1164.95000,337.00000,363.00000,2.25000,74.73376,-2.18000,-0.59500,127.21071,34.76258,167.50000,170.50000,154.00000,157.00000,nan,5.15000,250.15950,nan,78.32550
180,32.50000,987.40000,987.40000,nan,20.05000,21.10000,20.15000,15.40000,22.05000,74.50000,23.45000,17.50000,11.08500,11.21000,1164.05000,336.00000,364.00000,2.35000,75.90490,-2.29000,-0.57500,127.21068,34.76251,178.00000,181.00000,167.50000,170.50000,nan,5.35000,245.47450,nan,84.68550
190,34.00000,986.50000,986.50000,nan,20.00000,21.10000,20.10000,15.40000,22.00000,75.00000,23.40000,17.40000,11.06200,11.19000,1163.20000,336.00000,365.00000,2.40000,76.70559,-2.37000,-0.56000,127.21068,34.76252,186.00000,189.00000,176.00000,179.00000,nan,5.40000,246.24400,nan,83.22200
200,36.00000,985.30000,985.30000,nan,19.93333,21.20000,20.03333,15.26667,21.93333,74.33333,23.26667,17.33333,11.01233,11.13333,1162.06667,335.33333,366.33333,2.53333,77.83716,-2.49000,-0.53667,127.21063,34.76257,197.00000,200.00000,187.33333,190.33333,nan,5.16667,251.13167,nan,85.90633
210,38.50000,983.90000,983.90000,nan,19.80000,21.20000,19.90000,15.15000,21.80000,74.00000,23.10000,17.20000,10.94050,11.06000,1160.95000,334.50000,367.00000,2.70000,79.23573,-2.63000,-0.50000,127.21053,34.76256,208.50000,211.50000,201.00000,204.00000,nan,4.90000,252.57850,nan,95.03350
220,40.50000,982.80000,982.80000,nan,19.70000,21.20000,19.85000,15.10000,21.70000,75.00000,22.95000,17.10000,10.90850,11.02500,1160.00000,334.00000,368.50000,2.80000,80.30134,-2.75000,-0.47000,127.21049,34.76255,218.50000,221.50000,210.00000,213.00000,nan,4.75000,252.49400,nan,98.50600
230,42.50000,981.75000,981.75000,nan,19.65000,21.20000,19.75000,15.10000,21.60000,75.00000,22.85000,17.10000,10.89600,11.01500,1159.15000,334.00000,369.50000,2.90000,81.38139,-2.87000,-0.43500,127.21045,34.76255,227.50000,230.50000,220.50000,223.50000,nan,4.45000,252.93600,nan,102.24100
240,44.50000,980.75000,980.75000,nan,19.55000,21.20000,19.70000,15.00000,21.50000,75.00000,22.70000,17.05000,10.88300,11.00500,1158.30000,333.00000,370.50000,3.00000,82.28615,-2.99000,-0.40500,127.21039,34.76252,236.50000,239.50000,232.50000,235.50000,nan,4.55000,252.27650,nan,108.34750
250,46.50000,979.55000,979.55000,nan,19.45000,21.20000,19.55000,15.00000,21.40000,75.50000,22.55000,17.00000,10.86450,10.98500,1157.35000,333.00000,371.50000,3.15000,82.93177,-3.10500,-0.38500,127.21032,34.76250,247.00000,250.00000,243.50000,246.50000,nan,5.55000,252.00800,nan,114.69650
260,48.50000,978.30000,978.30000,nan,19.35000,21.20000,19.50000,15.00000,21.30000,76.00000,22.40000,17.00000,10.85900,10.98000,1156.25000,333.00000,373.50000,3.20000,83.50289,-3.20500,-0.36500,127.21025,34.76248,258.50000,261.50000,255.00000,258.00000,nan,5.65000,251.98300,nan,121.08350
270,50.00000,977.40000,977.40000,nan,19.30000,21.20000,19.40000,15.00000,21.20000,76.00000,22.30000,16.90000,10.85800,10.98000,1155.40000,332.00000,374.00000,3.30000,83.71751,-3.27000,-0.36000,127.21022,34.76246,267.00000,270.00000,264.00000,267.00000,nan,5.30000,251.65500,nan,125.13600
280,51.50000,976.45000,976.45000,nan,19.20000,21.20000,19.35000,14.90000,21.15000,76.00000,22.15000,16.90000,10.85550,10.97500,1154.65000,332.00000,375.50000,3.35000,83.84816,-3.34000,-0.36000,127.21018,34.76245,274.50000,277.50000,272.50000,275.50000,nan,5.35000,251.53350,nan,128.69500
290,53.50000,975.20000,975.20000,nan,19.10000,21.20000,19.25000,14.90000,21.05000,77.00000,22.05000,16.90000,10.85400,10.97000,1153.60000,332.00000,376.50000,3.45000,83.76066,-3.43000,-0.37500,127.21010,34.76245,285.50000,288.50000,285.00000,288.00000,nan,5.45000,252.36750,nan,135.80650
300,55.50000,973.90000,973.90000,nan,18.95000,21.20000,19.15000,14.90000,20.95000,77.00000,21.85000,16.90000,10.85200,10.97000,1152.50000,332.00000,378.50000,3.50000,83.31866,-3.50000,-0.41000,127.20998,34.76247,297.00000,300.00000,295.50000,298.50000,nan,5.90000,254.59900,nan,146.01450
310,57.00000,972.90000,972.90000,nan,18.90000,21.20000,19.10000,14.90000,20.80000,77.00000,21.80000,16.90000,10.84400,10.96000,1151.70000,331.00000,379.00000,3.60000,82.95423,-3.56000,-0.44000,127.20990,34.76249,306.00000,309.00000,304.00000,307.00000,nan,5.90000,256.08800,nan,152.42600
320,58.50000,971.95000,971.95000,nan,18.80000,21.20000,18.95000,14.85000,20.75000,78.00000,21.65000,16.80000,10.83450,10.95500,1150.85000,331.00000,380.50000,3.65000,82.36907,-3.62000,-0.48500,127.20984,34.76249,314.50000,317.50000,314.00000,317.00000,nan,5.65000,256.72450,nan,157.66200
330,60.50000,970.70000,970.70000,nan,18.70000,21.20000,18.85000,14.80000,20.65000,78.00000,21.45000,16.80000,10.82300,10.94000,1149.85000,331.00000,381.50000,3.75000,81.54497,-3.70000,-0.55000,127.20976,34.76248,325.50000,328.50000,324.50000,327.50000,nan,5.40000,257.11400,nan,165.17300
340,62.50000,969.50000,969.50000,nan,18.60000,21.20000,18.80000,14.80000,20.55000,78.50000,21.35000,16.75000,10.82000,10.94000,1148.85000,330.00000,383.50000,3.85000,80.56219,-3.79000,-0.63000,127.20967,34.76249,336.00000,339.00000,333.00000,336.00000,nan,5.40000,257.71450,nan,172.49400
350,64.50000,968.15000,968.15000,nan,18.50000,21.20000,18.70000,14.80000,20.45000,79.00000,21.20000,16.70000,10.81200,10.93000,1147.70000,330.00000,384.50000,3.95000,79.68223,-3.90000,-0.71000,127.20959,34.76247,348.00000,351.00000,341.50000,344.50000,nan,6.00000,257.97200,nan,180.04550
360,66.00000,967.10000,967.10000,nan,18.40000,21.20000,18.60000,14.70000,20.30000,79.00000,21.10000,16.70000,10.79600,10.91000,1146.70000,330.00000,386.00000,4.10000,78.96579,-4.00000,-0.78000,127.20953,34.76246,357.00000,360.00000,349.00000,352.00000,nan,6.50000,257.69500,nan,186.06900
370,67.50000,966.05000,966.05000,nan,18.35000,21.20000,18.55000,14.70000,20.25000,79.00000,20.95000,16.60000,10.77550,10.89500,1145.75000,329.00000,387.00000,4.20000,78.30140,-4.10500,-0.85000,127.20947,34.76244,367.00000,370.00000,357.00000,360.00000,nan,6.35000,257.58550,nan,191.35100
380,69.50000,964.70000,964.70000,nan,18.20000,21.20000,18.45000,14.60000,20.15000,79.50000,20.85000,16.60000,10.75700,10.87500,1144.60000,329.00000,388.50000,4.35000,77.55667,-4.26000,-0.94000,127.20940,34.76244,379.00000,382.00000,368.50000,371.50000,nan,5.85000,257.75150,nan,197.20500
390,71.00000,963.70000,963.70000,nan,18.10000,21.30000,18.40000,14.60000,20.10000,80.00000,20.70000,16.50000,10.74900,10.87000,1143.70000,329.00000,389.00000,4.50000,77.16753,-4.39000,-1.00000,127.20936,34.76243,388.00000,391.00000,376.00000,379.00000,nan,6.10000,257.73800,nan,201.62700
400,72.50000,962.60000,962.60000,nan,18.10000,21.30000,18.30000,14.60000,20.00000,80.00000,20.65000,16.50000,10.73400,10.85000,1142.65000,328.00000,390.50000,4.65000,77.03765,-4.54000,-1.04500,127.20931,34.76241,397.50000,400.50000,385.50000,388.50000,nan,6.40000,257.48100,nan,206.64300
