HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1011.00000,1011.00000,nan,30.90000,29.90000,30.80000,24.10000,34.40000,67.00000,44.60000,29.90000,18.58900,18.94000,1143.90000,377.00000,377.00000,1.50000,248.90766,1.40000,0.54000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,1.00000,1009.90000,1009.90000,nan,30.50000,29.70000,30.50000,23.10000,33.80000,64.00000,43.70000,28.20000,17.53500,17.85000,1144.90000,371.00000,372.00000,1.90000,241.24288,1.64000,0.90000,127.21126,34.76272,9.00000,12.00000,6.00000,9.00000,nan,10.60000,255.27800,nan,18.44500
20,2.00000,1008.90000,1008.90000,nan,30.20000,29.40000,30.10000,22.40000,33.30000,63.00000,42.90000,27.00000,16.81700,17.10000,1145.60000,366.00000,369.00000,2.20000,237.99462,1.84000,1.15000,127.21123,34.76275,18.00000,21.00000,11.00000,14.00000,nan,8.80000,256.92400,nan,26.02500
30,3.00000,1008.10000,1008.10000,nan,30.00000,29.30000,30.00000,22.10000,33.10000,63.00000,42.40000,26.60000,16.56700,16.85000,1145.50000,365.00000,369.00000,2.40000,236.90605,2.01000,1.31000,127.21125,34.76278,25.00000,28.00000,15.00000,18.00000,nan,7.10000,258.09700,nan,26.42800
40,4.50000,1007.10000,1007.10000,nan,29.85000,29.20000,29.85000,22.10000,32.95000,63.00000,42.00000,26.50000,16.52200,16.80000,1145.00000,364.00000,369.50000,2.65000,236.69706,2.23000,1.46500,127.21130,34.76279,34.50000,37.50000,20.00000,23.00000,nan,6.05000,259.32000,nan,21.23800
50,6.50000,1005.95000,1005.95000,nan,29.70000,29.20000,29.70000,22.20000,32.85000,64.00000,41.75000,26.70000,16.66850,16.95000,1144.05000,365.00000,372.00000,3.00000,236.65508,2.50000,1.64500,127.21134,34.76281,45.00000,48.00000,27.00000,30.00000,nan,4.90000,265.96750,nan,16.42900
60,9.00000,1004.60000,1004.60000,nan,29.60000,29.20000,29.56667,22.43333,32.76667,65.33333,41.40000,27.10000,16.94067,17.23333,1142.80000,366.33333,375.33333,3.40000,236.32553,2.82667,1.88333,127.21138,34.76290,57.00000,60.00000,41.00000,44.00000,nan,4.86667,302.94433,nan,16.03433
70,11.00000,1003.50000,1003.50000,nan,29.40000,29.10000,29.50000,22.60000,32.70000,67.00000,41.00000,27.40000,17.16700,17.47000,1141.90000,368.00000,378.00000,3.70000,236.05146,3.06000,2.06000,127.21144,34.76298,67.00000,70.00000,52.00000,55.00000,nan,5.10000,335.57000,nan,19.28800
80,13.00000,1002.43333,1002.43333,nan,29.33333,29.10000,29.36667,22.73333,32.60000,67.66667,40.80000,27.56667,17.27900,17.58333,1141.03333,368.00000,380.00000,3.90000,236.05409,3.26333,2.19667,127.21156,34.76300,76.00000,79.00000,60.00000,63.00000,nan,4.36667,128.97900,nan,20.66600
90,15.50000,1001.25000,1001.25000,nan,29.30000,29.15000,29.30000,22.75000,32.50000,68.00000,40.65000,27.60000,17.30750,17.61500,1139.95000,368.00000,381.50000,4.15000,235.92949,3.46000,2.34000,127.21172,34.76302,86.50000,89.50000,75.50000,78.50000,nan,4.35000,38.05250,nan,29.00000
100,17.50000,1000.20000,1000.20000,nan,29.20000,29.20000,29.20000,22.75000,32.45000,68.00000,40.45000,27.60000,17.32600,17.63500,1139.00000,368.00000,382.50000,4.30000,235.84818,3.56000,2.41500,127.21177,34.76305,96.50000,99.50000,88.00000,91.00000,nan,5.15000,41.95450,nan,32.97900
110,19.50000,998.95000,998.95000,nan,29.10000,29.20000,29.15000,22.80000,32.35000,69.00000,40.15000,27.60000,17.35300,17.66000,1137.95000,368.00000,384.50000,4.40000,235.74519,3.60500,2.45500,127.21185,34.76309,107.50000,110.50000,98.50000,101.50000,nan,5.35000,43.82950,nan,42.61000
120,21.50000,997.95000,997.95000,nan,29.00000,29.20000,29.05000,22.70000,32.25000,69.00000,39.95000,27.50000,17.33200,17.63500,1137.15000,367.00000,385.50000,4.40000,235.81899,3.61500,2.45500,127.21200,34.76320,116.50000,119.50000,108.50000,111.50000,nan,4.30000,46.50700,nan,59.96700
130,23.50000,996.95000,996.95000,nan,28.90000,29.20000,29.00000,22.70000,32.15000,69.00000,39.75000,27.40000,17.28900,17.59500,1136.35000,367.00000,386.50000,4.30000,235.90502,3.57500,2.42000,127.21210,34.76328,125.50000,128.50000,120.50000,123.50000,nan,4.70000,45.84100,nan,73.70500
140,25.50000,995.65000,995.65000,nan,28.85000,29.20000,28.90000,22.60000,32.05000,69.00000,39.55000,27.35000,17.25900,17.56500,1135.20000,366.00000,387.50000,4.25000,235.99048,3.50500,2.36500,127.21213,34.76337,137.00000,140.00000,134.00000,137.00000,nan,6.00000,42.08500,nan,82.99700
150,27.50000,994.30000,994.30000,nan,28.75000,29.20000,28.80000,22.60000,31.95000,69.00000,39.35000,27.25000,17.22850,17.53000,1134.15000,366.00000,389.00000,4.10000,236.09658,3.40000,2.28500,127.21222,34.76344,148.50000,151.50000,146.50000,149.50000,nan,5.75000,42.33850,nan,93.90100
160,29.50000,993.30000,993.30000,nan,28.65000,29.20000,28.70000,22.50000,31.85000,70.00000,39.15000,27.20000,17.21400,17.51500,1133.30000,365.00000,390.00000,3.95000,236.20927,3.28000,2.19500,127.21238,34.76346,158.00000,161.00000,158.50000,161.50000,nan,4.30000,47.68750,nan,106.35700
170,32.00000,992.26667,992.26667,nan,28.56667,29.20000,28.66667,22.50000,31.76667,70.00000,38.90000,27.13333,17.18400,17.48333,1132.46667,365.00000,391.33333,3.73333,236.39477,3.12000,2.07333,127.21256,34.76347,167.33333,170.33333,169.33333,172.33333,nan,3.80000,52.37367,nan,119.01467
180,34.50000,991.10000,991.10000,nan,28.45000,29.20000,28.55000,22.50000,31.65000,70.00000,38.65000,27.05000,17.15100,17.45000,1131.60000,364.50000,392.50000,3.55000,236.35462,2.96000,1.97000,127.21260,34.76349,177.50000,180.50000,180.00000,183.00000,nan,4.00000,53.03450,nan,123.64850
190,37.00000,990.16667,990.16667,nan,28.36667,29.20000,28.50000,22.50000,31.56667,70.00000,38.50000,27.10000,17.17800,17.47667,1130.76667,364.00000,393.66667,3.40000,236.21659,2.83000,1.89333,127.21258,34.76351,186.33333,189.33333,189.00000,192.00000,nan,3.56667,51.43333,nan,123.02900
200,39.50000,988.95000,988.95000,nan,28.25000,29.20000,28.35000,22.50000,31.45000,71.00000,38.20000,27.10000,17.21450,17.52000,1129.90000,364.00000,395.50000,3.30000,235.89948,2.72500,1.84500,127.21257,34.76355,197.00000,200.00000,198.50000,201.50000,nan,4.50000,49.52050,nan,125.56900
210,41.50000,988.05000,988.05000,nan,28.15000,29.20000,28.30000,22.50000,31.40000,71.00000,38.00000,27.10000,17.24500,17.54500,1129.10000,364.00000,396.50000,3.25000,235.42777,2.67000,1.84000,127.21262,34.76356,205.00000,208.00000,206.50000,209.50000,nan,4.20000,50.51000,nan,129.55800
220,43.50000,987.00000,987.00000,nan,28.10000,29.20000,28.20000,22.50000,31.30000,72.00000,37.85000,27.10000,17.26050,17.56500,1128.15000,364.00000,398.00000,3.20000,235.02979,2.64500,1.85000,127.21271,34.76355,214.50000,217.50000,213.50000,216.50000,nan,4.90000,53.60600,nan,134.76850
230,45.50000,985.80000,985.80000,nan,28.00000,29.20000,28.15000,22.50000,31.20000,72.00000,37.60000,27.10000,17.27850,17.58500,1127.15000,364.00000,399.50000,3.20000,234.44172,2.63000,1.88000,127.21281,34.76355,225.50000,228.50000,224.50000,227.50000,nan,5.60000,55.15400,nan,143.43750
240,47.50000,984.65000,984.65000,nan,27.85000,29.20000,28.05000,22.50000,31.10000,72.50000,37.35000,27.10000,17.30150,17.61000,1126.30000,364.00000,401.00000,3.30000,233.83093,2.64000,1.93000,127.21286,34.76366,236.00000,239.00000,234.00000,237.00000,nan,5.00000,52.88400,nan,153.91100
250,49.50000,983.60000,983.60000,nan,27.75000,29.20000,27.95000,22.50000,31.00000,73.00000,37.15000,27.10000,17.34200,17.65000,1125.40000,364.00000,402.50000,3.30000,233.30346,2.65000,1.97500,127.21286,34.76376,245.50000,248.50000,243.50000,246.50000,nan,4.95000,49.64000,nan,160.81550
260,52.00000,982.20000,982.20000,nan,27.66667,29.20000,27.83333,22.53333,30.90000,73.66667,36.90000,27.20000,17.38967,17.69667,1124.23333,364.00000,404.33333,3.30000,232.83258,2.66000,2.01667,127.21292,34.76377,257.66667,260.66667,255.66667,258.66667,nan,4.70000,50.42500,nan,165.77067
270,54.50000,981.00000,981.00000,nan,27.55000,29.20000,27.75000,22.50000,30.80000,74.00000,36.65000,27.15000,17.38700,17.69500,1123.25000,364.00000,406.00000,3.35000,232.65065,2.66000,2.03000,127.21308,34.76378,269.00000,272.00000,264.00000,267.00000,nan,4.45000,53.15350,nan,177.79200
280,56.50000,980.10000,980.10000,nan,27.40000,29.20000,27.60000,22.50000,30.65000,74.50000,36.35000,27.10000,17.37100,17.68000,1122.65000,363.00000,407.00000,3.30000,232.66680,2.65500,2.02500,127.21317,34.76387,277.00000,280.00000,269.50000,272.50000,nan,4.05000,52.28650,nan,189.96350
290,59.00000,978.96667,978.96667,nan,27.40000,29.23333,27.60000,22.56667,30.63333,75.00000,36.30000,27.26667,17.49633,17.81000,1121.46667,364.00000,409.00000,3.26667,232.57011,2.60000,1.99000,127.21319,34.76395,287.33333,290.00000,279.66667,282.66667,nan,4.03333,50.61400,nan,197.59133
300,61.50000,977.85000,977.85000,nan,27.35000,29.30000,27.60000,22.65000,30.65000,75.00000,36.25000,27.35000,17.57900,17.89500,1120.15000,364.00000,411.00000,3.15000,232.53102,2.50500,1.92000,127.21329,34.76399,298.00000,301.00000,289.50000,292.50000,nan,4.25000,51.15050,nan,206.87150
