HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1016.00000,1016.00000,nan,24.50000,23.10000,24.40000,23.10000,27.70000,92.00000,30.60000,28.10000,17.39800,17.71000,1175.20000,382.00000,382.00000,0.40000,290.22486,0.38000,-0.14000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,1.00000,1014.90000,1014.90000,nan,24.60000,23.30000,24.50000,23.30000,27.80000,93.00000,30.70000,28.50000,17.63100,17.95000,1173.50000,383.00000,384.00000,0.40000,299.35775,0.32000,-0.18000,127.21135,34.76267,9.00000,12.00000,4.00000,7.00000,nan,14.10000,237.76100,nan,1.59900
20,2.00000,1013.70000,1013.70000,nan,24.50000,23.40000,24.50000,23.40000,27.80000,94.00000,30.60000,28.60000,17.75100,18.07000,1172.20000,383.00000,386.00000,0.40000,315.00000,0.25000,-0.25000,127.21134,34.76267,20.00000,23.00000,11.00000,14.00000,nan,10.80000,236.97700,nan,4.04000
30,3.00000,1012.80000,1012.80000,nan,24.50000,23.40000,24.40000,23.40000,27.70000,94.00000,30.50000,28.60000,17.76900,18.09000,1171.40000,383.00000,387.00000,0.40000,332.02053,0.17000,-0.32000,127.21133,34.76267,28.00000,31.00000,17.00000,20.00000,nan,7.70000,236.41200,nan,6.50700
40,4.50000,1011.75000,1011.75000,nan,24.45000,23.45000,24.40000,23.55000,27.75000,94.50000,30.50000,28.80000,17.88650,18.21500,1170.05000,383.50000,389.50000,0.40000,352.53943,0.05500,-0.42000,127.21133,34.76267,37.00000,40.00000,26.00000,29.00000,nan,6.00000,235.30900,nan,10.29500
50,6.00000,1010.70000,1010.70000,nan,24.60000,23.60000,24.50000,23.70000,27.90000,95.00000,30.70000,29.10000,18.08900,18.42000,1168.40000,384.00000,391.00000,0.50000,6.70984,-0.06000,-0.51000,127.21131,34.76266,46.00000,49.00000,36.00000,39.00000,nan,5.90000,233.88800,nan,14.21600
60,7.50000,1009.70000,1009.70000,nan,24.60000,23.75000,24.60000,23.75000,28.00000,95.00000,30.70000,29.20000,18.19450,18.53000,1167.00000,384.50000,393.50000,0.60000,15.29655,-0.16000,-0.58500,127.21131,34.76265,55.00000,58.00000,45.00000,48.00000,nan,5.90000,232.08350,nan,18.37750
70,9.50000,1008.40000,1008.40000,nan,24.60000,23.85000,24.60000,23.80000,28.00000,95.00000,30.75000,29.25000,18.24850,18.58500,1165.40000,384.00000,394.50000,0.75000,23.56155,-0.29000,-0.66500,127.21129,34.76263,66.00000,69.00000,57.00000,60.00000,nan,5.60000,229.23750,nan,24.37950
80,11.50000,1007.15000,1007.15000,nan,24.65000,24.05000,24.65000,23.80000,28.00000,95.00000,30.85000,29.30000,18.28700,18.63000,1163.70000,384.00000,396.00000,0.80000,29.22442,-0.40000,-0.71500,127.21126,34.76259,77.00000,80.00000,69.00000,72.00000,nan,5.60000,225.98450,nan,31.11150
90,13.50000,1005.90000,1005.90000,nan,24.70000,24.15000,24.70000,23.75000,28.05000,95.00000,30.90000,29.20000,18.26500,18.60500,1162.25000,383.50000,397.00000,0.90000,33.87081,-0.49000,-0.73000,127.21122,34.76253,87.50000,90.50000,81.00000,84.00000,nan,5.15000,222.47550,nan,38.81400
