HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1013.00000,1013.00000,nan,30.90000,29.80000,30.80000,24.30000,34.50000,68.00000,44.60000,30.30000,18.83200,19.19000,1146.00000,379.00000,379.00000,3.10000,175.92756,-0.22000,3.09000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1.00000,1011.00000,1011.00000,nan,29.40000,28.50000,29.40000,21.60000,32.40000,63.00000,41.00000,25.70000,15.94900,16.21000,1151.40000,363.00000,365.00000,3.10000,161.62275,-0.99000,2.98000,127.21115,34.76284,17.00000,20.00000,14.00000,17.00000,nan,13.70000,278.97400,nan,30.06100
30,2.00000,1009.90000,1009.90000,nan,29.40000,28.50000,29.30000,21.30000,32.30000,62.00000,40.90000,25.30000,15.70600,15.96000,1150.50000,361.00000,365.00000,3.30000,159.19971,-1.17000,3.08000,127.21109,34.76291,28.00000,31.00000,21.00000,24.00000,nan,10.10000,283.64100,nan,39.09400
40,4.00000,1008.73333,1008.73333,nan,29.30000,28.50000,29.26667,21.56667,32.30000,63.00000,40.70000,25.60000,15.96233,16.22333,1149.33333,362.00000,367.66667,3.56667,160.18104,-1.21333,3.36667,127.21100,34.76302,38.00000,41.00000,33.66667,36.66667,nan,4.76667,293.76967,nan,51.62600
50,6.50000,1007.60000,1007.60000,nan,29.20000,28.50000,29.20000,21.85000,32.25000,64.50000,40.45000,26.05000,16.24900,16.52000,1148.15000,363.50000,371.50000,3.85000,162.43346,-1.16500,3.68000,127.21090,34.76318,48.00000,51.00000,46.00000,49.00000,nan,4.10000,304.79450,nan,67.61850
60,8.50000,1006.50000,1006.50000,nan,29.10000,28.60000,29.10000,22.15000,32.20000,66.00000,40.25000,26.60000,16.58650,16.86500,1146.95000,365.50000,374.50000,4.00000,164.03492,-1.10000,3.84500,127.21089,34.76329,57.50000,60.50000,55.00000,58.00000,nan,5.15000,312.94350,nan,76.87350
70,10.00000,1005.60000,1005.60000,nan,29.10000,28.60000,29.10000,22.50000,32.20000,68.00000,40.10000,27.10000,16.96600,17.26000,1145.90000,368.00000,378.00000,4.10000,165.17753,-1.04000,3.93000,127.21089,34.76337,66.00000,69.00000,65.00000,68.00000,nan,5.70000,317.00400,nan,82.08200
80,11.50000,1004.60000,1004.60000,nan,29.00000,28.60000,29.00000,22.65000,32.20000,68.50000,39.95000,27.40000,17.14650,17.44500,1144.90000,368.50000,380.50000,4.10000,166.54248,-0.95000,3.97000,127.21085,34.76341,75.00000,78.00000,74.00000,77.00000,nan,5.75000,317.72950,nan,88.77500
90,13.50000,1003.40000,1003.40000,nan,28.90000,28.60000,28.90000,22.70000,32.15000,69.00000,39.75000,27.50000,17.21850,17.52000,1143.85000,369.00000,382.00000,4.10000,168.30350,-0.82500,3.98500,127.21079,34.76351,85.00000,88.00000,83.50000,86.50000,nan,4.95000,319.24850,nan,100.55200
100,15.50000,1002.25000,1002.25000,nan,28.80000,28.60000,28.85000,22.70000,32.05000,69.50000,39.50000,27.45000,17.21000,17.51000,1142.85000,368.50000,383.50000,4.00000,170.23217,-0.68000,3.95000,127.21078,34.76362,95.50000,98.50000,94.00000,97.00000,nan,5.40000,323.38500,nan,110.41400
110,17.50000,1001.00000,1001.00000,nan,28.70000,28.60000,28.70000,22.50000,31.85000,69.00000,39.25000,27.05000,16.99950,17.29500,1142.10000,366.50000,383.50000,3.90000,172.14919,-0.53500,3.88000,127.21081,34.76369,106.50000,109.50000,104.00000,107.00000,nan,5.45000,326.39700,nan,114.23100
120,19.50000,999.80000,999.80000,nan,28.65000,28.65000,28.70000,22.20000,31.80000,68.00000,39.15000,26.70000,16.78750,17.07500,1141.10000,365.00000,383.50000,3.80000,174.05780,-0.39500,3.79500,127.21081,34.76370,117.00000,120.00000,118.00000,121.00000,nan,5.40000,326.86500,nan,115.74050
130,21.00000,998.80000,998.80000,nan,28.60000,28.70000,28.60000,22.30000,31.70000,69.00000,38.90000,26.80000,16.83000,17.12000,1140.20000,365.00000,385.00000,3.70000,175.55431,-0.29000,3.73000,127.21079,34.76374,126.00000,129.00000,130.00000,133.00000,nan,6.00000,327.44300,nan,120.70100
140,23.00000,997.63333,997.63333,nan,28.46667,28.70000,28.53333,22.13333,31.63333,68.66667,38.70000,26.53333,16.72233,17.00667,1139.20000,364.33333,385.33333,3.66667,177.07236,-0.18667,3.65000,127.21078,34.76381,137.00000,140.00000,146.00000,149.00000,nan,5.26667,329.00600,nan,127.71267
150,25.50000,996.35000,996.35000,nan,28.35000,28.70000,28.40000,22.15000,31.50000,69.00000,38.45000,26.55000,16.72600,17.01000,1138.20000,364.00000,387.00000,3.60000,178.63416,-0.08500,3.56500,127.21082,34.76387,148.00000,151.00000,158.00000,161.00000,nan,4.40000,331.75750,nan,131.21750
160,27.50000,995.40000,995.40000,nan,28.30000,28.75000,28.40000,21.95000,31.40000,68.00000,38.40000,26.20000,16.54800,16.82500,1137.30000,362.50000,387.00000,3.50000,179.34894,-0.04000,3.52000,127.21090,34.76391,157.00000,160.00000,167.50000,170.50000,nan,4.25000,335.03100,nan,132.93900
170,29.50000,994.40000,994.40000,nan,28.25000,28.80000,28.35000,21.90000,31.35000,68.00000,38.25000,26.10000,16.48200,16.76000,1136.45000,362.00000,387.50000,3.50000,179.50820,-0.03000,3.49500,127.21090,34.76393,165.50000,168.50000,177.00000,180.00000,nan,4.55000,335.85750,nan,134.19700
180,32.00000,993.10000,993.10000,nan,28.13333,28.70000,28.23333,21.90000,31.23333,69.00000,38.00000,26.13333,16.53800,16.81667,1135.40000,362.00000,389.66667,3.50000,178.95437,-0.06333,3.47000,127.21084,34.76395,177.33333,180.33333,187.33333,190.33333,nan,4.56667,334.03067,nan,138.86100
190,34.50000,991.85000,991.85000,nan,28.10000,28.80000,28.20000,21.75000,31.15000,68.50000,37.80000,25.90000,16.42250,16.70000,1134.30000,360.50000,390.00000,3.40000,177.66948,-0.14000,3.44000,127.21079,34.76407,188.50000,191.50000,200.00000,203.00000,nan,4.45000,335.00100,nan,153.40200
200,36.50000,990.85000,990.85000,nan,28.10000,28.85000,28.20000,21.55000,31.10000,67.50000,37.80000,25.60000,16.21400,16.48000,1133.30000,359.50000,390.00000,3.40000,176.29779,-0.22000,3.40000,127.21082,34.76420,197.50000,200.50000,212.00000,215.00000,nan,4.70000,337.64750,nan,165.43050
210,38.50000,989.70000,989.70000,nan,28.10000,29.00000,28.20000,21.35000,31.05000,66.50000,37.80000,25.20000,15.99400,16.25500,1132.20000,357.50000,390.00000,3.35000,174.79786,-0.30500,3.35000,127.21088,34.76432,207.50000,210.50000,223.50000,226.50000,nan,5.10000,340.86150,nan,176.06150
220,40.50000,988.65000,988.65000,nan,28.05000,29.00000,28.20000,21.20000,31.00000,66.00000,37.75000,25.00000,15.88650,16.14500,1131.20000,356.00000,390.50000,3.30000,173.17802,-0.39000,3.26000,127.21091,34.76445,217.00000,220.00000,231.50000,234.50000,nan,4.60000,343.27000,nan,187.88150
230,42.50000,987.50000,987.50000,nan,27.95000,29.00000,28.10000,21.10000,30.90000,66.00000,37.55000,24.90000,15.83150,16.08500,1130.25000,355.50000,391.50000,3.15000,171.44682,-0.47000,3.12500,127.21091,34.76455,227.50000,230.50000,239.50000,242.50000,nan,5.50000,344.13150,nan,198.79700
