HGT,time,P,Pm,Pc,Temp,PotTemp,PEPT,Dewp,VirT,RH,SatVapP,VapP,SpHum,MixR,Den,RI,MRI,Speed,Dir,Ecomp,Ncomp,Lon,Lat,Alt,MSL,GPSALT,GPSMSL,Geop,AscRate,Azimuth,Elev,Range
m,sec,hPa,hPa,hPa,degC,degC,degC,degC,degC,%,hPa,hPa,g/kg,g/kg,g/m3,none,none,m/s,deg,m/s,m/s,deg,deg,m,m,m,m,gpm,m/s,deg,deg,m
0,0.00000,1002.00000,1002.00000,nan,26.90000,26.70000,26.90000,22.50000,30.10000,77.00000,35.30000,27.20000,17.03200,17.33000,1150.00000,370.00000,370.00000,1.30000,125.28121,-1.06000,0.75000,127.21135,34.76267,0.00000,3.00000,0.00000,3.00000,nan,0.00000,0.00000,nan,0.00000
10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1.00000,1000.60000,1000.60000,nan,26.60000,26.50000,26.60000,22.70000,29.80000,79.00000,34.60000,27.50000,17.25500,17.56000,1149.40000,372.00000,374.00000,1.50000,141.69423,-0.94000,1.19000,127.21118,34.76269,13.00000,16.00000,6.00000,9.00000,nan,18.50000,254.06900,nan,24.59500
30,2.00000,998.50000,998.50000,nan,26.20000,26.40000,26.30000,22.80000,29.50000,81.00000,33.90000,27.60000,17.37700,17.68000,1148.30000,372.00000,377.00000,1.80000,149.37000,-0.90000,1.52000,127.21107,34.76274,31.00000,34.00000,14.00000,17.00000,nan,18.50000,258.89800,nan,39.75600
40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,3.00000,996.90000,996.90000,nan,26.00000,26.30000,26.10000,22.80000,29.30000,82.00000,33.50000,27.60000,17.37600,17.68000,1147.20000,372.00000,379.00000,1.90000,151.71923,-0.92000,1.71000,127.21103,34.76279,45.00000,48.00000,22.00000,25.00000,nan,14.00000,264.26600,nan,45.38900
60,4.50000,995.50000,995.50000,nan,25.85000,26.30000,25.95000,22.80000,29.15000,83.00000,33.20000,27.50000,17.38550,17.69000,1146.15000,372.00000,380.50000,2.15000,151.19514,-1.02000,1.85500,127.21105,34.76287,57.50000,60.50000,31.00000,34.00000,nan,7.85000,275.44200,nan,43.90950
70,6.00000,994.40000,994.40000,nan,25.80000,26.30000,25.90000,22.80000,29.00000,84.00000,33.00000,27.60000,17.42700,17.74000,1145.30000,372.00000,382.00000,2.30000,149.90826,-1.13000,1.95000,127.21107,34.76292,67.00000,70.00000,40.00000,43.00000,nan,6.40000,285.22000,nan,42.26900
80,7.50000,993.30000,993.30000,nan,25.70000,26.30000,25.80000,22.85000,28.95000,84.50000,32.85000,27.65000,17.52050,17.83500,1144.20000,372.00000,384.50000,2.35000,149.03624,-1.23000,2.05000,127.21106,34.76292,77.50000,80.50000,49.50000,52.50000,nan,6.75000,285.43900,nan,43.51050
90,9.00000,992.10000,992.10000,nan,25.60000,26.30000,25.70000,22.90000,28.90000,85.00000,32.70000,27.80000,17.59800,17.91000,1143.00000,372.00000,386.00000,2.50000,148.13924,-1.33000,2.14000,127.21104,34.76293,88.00000,91.00000,61.00000,64.00000,nan,7.60000,284.83300,nan,44.81300
100,10.00000,991.20000,991.20000,nan,25.50000,26.30000,25.70000,22.90000,28.80000,85.00000,32.50000,27.80000,17.60100,17.92000,1142.30000,372.00000,387.00000,2.60000,147.41046,-1.40000,2.19000,127.21105,34.76296,96.00000,99.00000,70.00000,73.00000,nan,7.90000,288.97800,nan,45.34300
110,11.00000,990.30000,990.30000,nan,25.40000,26.30000,25.60000,22.90000,28.70000,86.00000,32.30000,27.70000,17.56600,17.88000,1141.70000,372.00000,388.00000,2.70000,146.66877,-1.46000,2.22000,127.21105,34.76301,104.00000,107.00000,81.00000,84.00000,nan,8.00000,295.22500,nan,47.47800
120,12.50000,988.95000,988.95000,nan,25.35000,26.30000,25.50000,22.80000,28.60000,86.00000,32.15000,27.60000,17.53450,17.84500,1140.55000,371.00000,389.50000,2.75000,145.29826,-1.56500,2.26000,127.21099,34.76305,116.00000,119.00000,96.00000,99.00000,nan,7.90000,297.78700,nan,53.71700
130,14.00000,987.60000,987.60000,nan,25.40000,26.40000,25.50000,22.90000,28.60000,86.00000,32.20000,27.70000,17.61500,17.93000,1138.90000,371.00000,391.00000,2.80000,143.82283,-1.66000,2.27000,127.21094,34.76305,128.00000,131.00000,112.00000,115.00000,nan,8.30000,295.42900,nan,58.81600
140,15.00000,986.60000,986.60000,nan,25.40000,26.50000,25.50000,22.90000,28.60000,86.00000,32.20000,27.80000,17.71900,18.04000,1137.70000,371.00000,393.00000,2.90000,142.84845,-1.72000,2.27000,127.21093,34.76307,137.00000,140.00000,125.00000,128.00000,nan,8.40000,296.93900,nan,60.55000
150,16.00000,985.80000,985.80000,nan,25.30000,26.60000,25.50000,23.00000,28.60000,87.00000,32.10000,27.90000,17.81600,18.14000,1136.70000,372.00000,394.00000,2.90000,141.61953,-1.79000,2.26000,127.21092,34.76312,145.00000,148.00000,136.00000,139.00000,nan,7.90000,300.86400,nan,63.18200
160,17.50000,984.45000,984.45000,nan,25.15000,26.55000,25.35000,23.00000,28.50000,88.00000,31.85000,27.95000,17.83800,18.16000,1135.80000,371.50000,396.50000,2.90000,139.79245,-1.88500,2.23000,127.21087,34.76319,156.00000,159.00000,137.00000,140.00000,nan,7.75000,304.49050,nan,71.50900
170,19.00000,983.20000,983.20000,nan,25.00000,26.40000,25.10000,22.90000,28.20000,88.00000,31.40000,27.70000,17.73900,18.06000,1135.20000,371.00000,397.00000,2.90000,137.88296,-1.98000,2.19000,127.21080,34.76322,168.00000,171.00000,137.00000,140.00000,nan,7.60000,303.72400,nan,79.41300
180,20.00000,982.40000,982.40000,nan,24.90000,26.40000,25.10000,22.80000,28.20000,88.00000,31.30000,27.60000,17.68100,18.00000,1134.60000,370.00000,398.00000,3.00000,136.50384,-2.04000,2.15000,127.21076,34.76321,175.00000,178.00000,140.00000,143.00000,nan,7.40000,301.47000,nan,81.73200
190,21.50000,981.05000,981.05000,nan,24.85000,26.50000,25.00000,22.80000,28.10000,88.00000,31.20000,27.55000,17.64150,17.96000,1133.25000,369.50000,399.00000,3.00000,134.18154,-2.13000,2.07000,127.21074,34.76320,187.00000,190.00000,152.50000,155.50000,nan,7.85000,300.91000,nan,82.57400
